,Date,Data,Artist,Title,Rank,Note
79,1980-01-05,"['Volcano', 'Jimmy Buffett']",Jimmy Buffett,Volcano,80,0
80,1980-01-05,"[""I'm Alive"", 'Gamma']",Gamma,I'm Alive,81,0
81,1980-01-05,"['Broken Hearted Me', 'Anne Murray']",Anne Murray,Broken Hearted Me,82,0
82,1980-01-05,"[""Flirtin' With Disaster"", 'Molly Hatchet']",Molly Hatchet,Flirtin' With Disaster,83,0
83,1980-01-05,"['Video Killed The Radio Star', 'The Buggles']",The Buggles,Video Killed The Radio Star,84,0
84,1980-01-05,"[""Make Believe It's Your First Time"", 'Bobby Vinton']",Bobby Vinton,Make Believe It's Your First Time,85,0
85,1980-01-05,"['Goodnight My Love', 'Mike Pinera']",Mike Pinera,Goodnight My Love,86,0
86,1980-01-05,"['I Still Have Dreams', 'Richie Furay']",Richie Furay,I Still Have Dreams,87,0
87,1980-01-05,"['Love Pains', 'Yvonne Elliman']",Yvonne Elliman,Love Pains,88,0
88,1980-01-05,"['I Call Your Name', 'Switch']",Switch,I Call Your Name,89,0
89,1980-01-05,"['Let Me Sleep Alone', 'Cugini']",Cugini,Let Me Sleep Alone,90,0
90,1980-01-05,"[""With You I'm Born Again"", 'Billy Preston & Syreeta']",Billy Preston & Syreeta,With You I'm Born Again,91,0
91,1980-01-05,"[""Holdin' On For Dear Love"", 'Lobo']",Lobo,Holdin' On For Dear Love,92,0
92,1980-01-05,"['Bad Times', 'Tavares']",Tavares,Bad Times,93,0
93,1980-01-05,"['Since You Been Gone', 'Rainbow']",Rainbow,Since You Been Gone,94,0
94,1980-01-05,"['Rainbow Connection', 'Kermit (Jim Henson)']",Kermit (Jim Henson),Rainbow Connection,95,0
95,1980-01-05,"['Rise', 'Herb Alpert']",Herb Alpert,Rise,96,0
96,1980-01-05,"['You Decorated My Life', 'Kenny Rogers']",Kenny Rogers,You Decorated My Life,97,0
97,1980-01-05,"['Dim All The Lights', 'Donna Summer']",Donna Summer,Dim All The Lights,98,0
98,1980-01-05,"['TUSK', 'Fleetwood Mac']",Fleetwood Mac,TUSK,99,0
99,1980-01-05,"['Message In A Bottle', 'The Police']",The Police,Message In A Bottle,100,0
100,1980-02-02,"['Rock With You', 'Michael Jackson']",Michael Jackson,Rock With You,1,0
101,1980-02-02,"['Do That To Me One More Time', 'Captain & Tennille']",Captain & Tennille,Do That To Me One More Time,2,0
102,1980-02-02,"['Coward Of The County', 'Kenny Rogers']",Kenny Rogers,Coward Of The County,3,0
103,1980-02-02,"[""Cruisin'"", 'Smokey Robinson']",Smokey Robinson,Cruisin',4,0
104,1980-02-02,"['Crazy Little Thing Called Love', 'Queen']",Queen,Crazy Little Thing Called Love,5,0
105,1980-02-02,"['Escape (The Pina Colada Song)', 'Rupert Holmes']",Rupert Holmes,Escape (The Pina Colada Song),6,0
106,1980-02-02,"['Sara', 'Fleetwood Mac']",Fleetwood Mac,Sara,7,0
107,1980-02-02,"['The Long Run', 'Eagles']",Eagles,The Long Run,8,0
108,1980-02-02,"[""Yes, I'm Ready"", 'Teri DeSario With K.C.']",Teri DeSario With K.C.,Ye,9,1
109,1980-02-02,"[""Don't Do Me Like That"", 'Tom Petty And The Heartbreakers']",Tom Petty And The Heartbreakers,Don't Do Me Like That,10,0
110,1980-02-02,"['I Wanna Be Your Lover', 'Prince']",Prince,I Wanna Be Your Lover,11,0
111,1980-02-02,"['This Is It', 'Kenny Loggins']",Kenny Loggins,This Is It,12,0
112,1980-02-02,"[""We Don't Talk Anymore"", 'Cliff Richard']",Cliff Richard,We Don't Talk Anymore,13,0
113,1980-02-02,"['Send One Your Love', 'Stevie Wonder']",Stevie Wonder,Send One Your Love,14,0
114,1980-02-02,"['Deja Vu', 'Dionne Warwick']",Dionne Warwick,Deja Vu,15,0
115,1980-02-02,"['On The Radio', 'Donna Summer']",Donna Summer,On The Radio,16,0
116,1980-02-02,"['Longer', 'Dan Fogelberg']",Dan Fogelberg,Longer,17,0
117,1980-02-02,"[""Don't Let Go"", 'Isaac Hayes']",Isaac Hayes,Don't Let Go,18,0
118,1980-02-02,"[""Romeo's Tune"", 'Steve Forbert']",Steve Forbert,Romeo's Tune,19,0
119,1980-02-02,"['Daydream Believer', 'Anne Murray']",Anne Murray,Daydream Believer,20,0
120,1980-02-02,"['An American Dream', 'The Dirt Band']",The Dirt Band,An American Dream,21,0
121,1980-02-02,"['Desire', 'Andy Gibb']",Andy Gibb,Desire,22,0
122,1980-02-02,"['Third Time Lucky (First Time I Was A Fool)', 'Foghat']",Foghat,Third Time Lucky (First Time I Was A Fool),23,0
123,1980-02-02,"['Fool In The Rain', 'Led Zeppelin']",Led Zeppelin,Fool In The Rain,24,0
124,1980-02-02,"[""September Morn'"", 'Neil Diamond']",Neil Diamond,September Morn',25,0
125,1980-02-02,"['Wait For Me', 'Daryl Hall John Oates']",Daryl Hall John Oates,Wait For Me,26,0
126,1980-02-02,"['Why Me', 'Styx']",Styx,Why Me,27,0
127,1980-02-02,"['Forever Mine', ""The O'Jays""]",The O'Jays,Forever Mine,28,0
128,1980-02-02,"['Working My Way Back To You/Forgive Me, Girl', 'The Spinners']",The Spinners,Working My Way Back To You/Forgive M,29,1
129,1980-02-02,"['Do You Love What You Feel', 'Rufus And Chaka Khan']",Rufus And Chaka Khan,Do You Love What You Feel,30,0
130,1980-02-02,"['Better Love Next Time', 'Dr. Hook']",Dr. Hook,Better Love Next Time,31,0
131,1980-02-02,"['Voices', 'Cheap Trick']",Cheap Trick,Voices,32,0
132,1980-02-02,"['Cool Change', 'Little River Band']",Little River Band,Cool Change,33,0
133,1980-02-02,"['Wonderland', 'Commodores']",Commodores,Wonderland,34,0
134,1980-02-02,"['You Know That I Love You', 'Santana']",Santana,You Know That I Love You,35,0
135,1980-02-02,"['Lost Her In The Sun', 'John Stewart']",John Stewart,Lost Her In The Sun,36,0
136,1980-02-02,"['Ladies Night', 'Kool & The Gang']",Kool & The Gang,Ladies Night,37,0
137,1980-02-02,"['When I Wanted You', 'Barry Manilow']",Barry Manilow,When I Wanted You,38,0
138,1980-02-02,"['Last Train To London', 'Electric Light Orchestra']",Electric Light Orchestra,Last Train To London,39,0
139,1980-02-02,"['The Second Time Around', 'Shalamar']",Shalamar,The Second Time Around,40,0
140,1980-02-02,"['Lonely Eyes', 'Robert John']",Robert John,Lonely Eyes,41,0
141,1980-02-02,"['Dig The Gold', 'Joyce Cobb']",Joyce Cobb,Dig The Gold,42,0
142,1980-02-02,"['Looks Like Love Again', 'Dann Rogers']",Dann Rogers,Looks Like Love Again,43,0
143,1980-02-02,"['Heartbreaker', 'Pat Benatar']",Pat Benatar,Heartbreaker,44,0
144,1980-02-02,"['99', 'Toto']",Toto,99,45,0
145,1980-02-02,"[""I Don't Want To Talk About It"", 'Rod Stewart']",Rod Stewart,I Don't Want To Talk About It,46,0
146,1980-02-02,"['Him', 'Rupert Holmes']",Rupert Holmes,Him,47,0
147,1980-02-02,"[""I Can't Help Myself (Sugar Pie, Honey Bunch)"", 'Bonnie Pointer']",Bonnie Pointer,I Can't Help Myself (Sugar Pi,48,1
148,1980-02-02,"['Too Hot', 'Kool & The Gang']",Kool & The Gang,Too Hot,49,0
149,1980-02-02,"['Refugee', 'Tom Petty And The Heartbreakers']",Tom Petty And The Heartbreakers,Refugee,50,0
150,1980-02-02,"['Another Brick In The Wall (Part II)', 'Pink Floyd']",Pink Floyd,Another Brick In The Wall (Part II),51,0
151,1980-02-02,"['Can We Still Be Friends', 'Robert Palmer']",Robert Palmer,Can We Still Be Friends,52,0
152,1980-02-02,"['Let Me Go, Love', 'Nicolette Larson & Michael McDonald']",Nicolette Larson & Michael McDonald,Let Me G,53,1
153,1980-02-02,"[""Flirtin' With Disaster"", 'Molly Hatchet']",Molly Hatchet,Flirtin' With Disaster,54,0
154,1980-02-02,"['Glide', 'Pleasure']",Pleasure,Glide,55,0
155,1980-02-02,"[""Please Don't Go"", 'KC And The Sunshine Band']",KC And The Sunshine Band,Please Don't Go,56,0
156,1980-02-02,"['Give It All You Got', 'Chuck Mangione']",Chuck Mangione,Give It All You Got,57,0
157,1980-02-02,"['Kiss Me In The Rain', 'Barbra Streisand']",Barbra Streisand,Kiss Me In The Rain,58,0
158,1980-02-02,"['When A Man Loves A Woman', 'Bette Midler']",Bette Midler,When A Man Loves A Woman,59,0
159,1980-02-02,"[""I'm Alive"", 'Gamma']",Gamma,I'm Alive,60,0
160,1980-02-02,"['I Thank You', 'ZZ Top']",ZZ Top,I Thank You,61,0
161,1980-02-02,"['Bad Times', 'Tavares']",Tavares,Bad Times,62,0
162,1980-02-02,"['Jane', 'Jefferson Starship']",Jefferson Starship,Jane,63,0
163,1980-02-02,"['Back On My Feet Again', 'The Babys']",The Babys,Back On My Feet Again,64,0
164,1980-02-02,"['Rotation', 'Herb Alpert']",Herb Alpert,Rotation,65,0
165,1980-02-02,"['Got To Love Somebody', 'Sister Sledge']",Sister Sledge,Got To Love Somebody,66,0
166,1980-02-02,"[""With You I'm Born Again"", 'Billy Preston & Syreeta']",Billy Preston & Syreeta,With You I'm Born Again,67,0
167,1980-02-02,"['How Do I Make You', 'Linda Ronstadt']",Linda Ronstadt,How Do I Make You,68,0
168,1980-02-02,"['Remember (Walking In The Sand)', 'Aerosmith']",Aerosmith,Remember (Walking In The Sand),69,0
169,1980-02-02,"['Memorize Your Number', 'Leif Garrett']",Leif Garrett,Memorize Your Number,70,0
170,1980-02-02,"['I Pledge My Love', 'Peaches & Herb']",Peaches & Herb,I Pledge My Love,71,0
171,1980-02-02,"['Goodnight My Love', 'Mike Pinera']",Mike Pinera,Goodnight My Love,72,0
172,1980-02-02,"['Three Times In Love', 'Tommy James']",Tommy James,Three Times In Love,73,0
173,1980-02-02,"['Special Lady', 'Ray, Goodman & Brown']",oodman & Brown,Special Lady,74,1
174,1980-02-02,"[""Holdin' On For Dear Love"", 'Lobo']",Lobo,Holdin' On For Dear Love,75,0
175,1980-02-02,"['I Wish I Was Eighteen Again', 'George Burns']",George Burns,I Wish I Was Eighteen Again,76,0
176,1980-02-02,"[""Haven't You Heard"", 'Patrice Rushen']",Patrice Rushen,Haven't You Heard,77,0
177,1980-02-02,"['You Might Need Somebody', 'Turley Richards']",Turley Richards,You Might Need Somebody,78,0
178,1980-02-02,"['Babe', 'Styx']",Styx,Babe,79,0
179,1980-02-02,"[""Rockin' Into The Night"", '38 Special']",38 Special,Rockin' Into The Night,80,0
180,1980-02-02,"['Still', 'Commodores']",Commodores,Still,81,0
181,1980-02-02,"['Come Back', 'The J. Geils Band']",The J. Geils Band,Come Back,82,0
182,1980-02-02,"['I Call Your Name', 'Switch']",Switch,I Call Your Name,83,0
183,1980-02-02,"['Years', 'Wayne Newton']",Wayne Newton,Years,84,0
184,1980-02-02,"['Dirty Water', 'The Inmates']",The Inmates,Dirty Water,85,0
185,1980-02-02,"['Head Games', 'Foreigner']",Foreigner,Head Games,86,0
186,1980-02-02,"['Us And Love (We Go Together)', 'Kenny Nolan']",Kenny Nolan,Us And Love (We Go Together),87,0
187,1980-02-02,"['The Hardest Part', 'Blondie']",Blondie,The Hardest Part,88,0
188,1980-02-02,"[""I Don't Want To Be Lonely"", 'Dana Valery']",Dana Valery,I Don't Want To Be Lonely,89,0
189,1980-02-02,"['Peanut Butter', 'Twennynine Featuring Lenny White']",Twennynine Featuring Lenny White,Peanut Butter,90,0
190,1980-02-02,"[""I Don't Like Mondays"", 'The Boomtown Rats']",The Boomtown Rats,I Don't Like Mondays,91,0
191,1980-02-02,"['Computer Game ""Theme From The Circus""', 'Yellow Magic Orchestra']",Yellow Magic Orchestra,"Computer Game ""Theme From The Circus""",92,0
192,1980-02-02,"['Money', 'The Flying Lizards']",The Flying Lizards,Money,93,0
193,1980-02-02,"['Volcano', 'Jimmy Buffett']",Jimmy Buffett,Volcano,94,0
194,1980-02-02,"['Too Late', 'Journey']",Journey,Too Late,95,0
195,1980-02-02,"[""Don't Make Me Over"", 'Jennifer Warnes']",Jennifer Warnes,Don't Make Me Over,96,0
196,1980-02-02,"[""She's In Love With You"", 'Suzi Quatro']",Suzi Quatro,She's In Love With You,97,0
197,1980-02-02,"['Savannah Nights', 'Tom Johnston']",Tom Johnston,Savannah Nights,98,0
198,1980-02-02,"[""Takin' It Back"", 'Breathless']",Breathless,Takin' It Back,99,0
199,1980-02-02,"['Stargazer', 'Peter Brown']",Peter Brown,Stargazer,100,0
200,1980-03-01,"['Crazy Little Thing Called Love', 'Queen']",Queen,Crazy Little Thing Called Love,1,0
201,1980-03-01,"[""Yes, I'm Ready"", 'Teri DeSario With K.C.']",Teri DeSario With K.C.,Ye,2,1
202,1980-03-01,"['Do That To Me One More Time', 'Captain & Tennille']",Captain & Tennille,Do That To Me One More Time,3,0
203,1980-03-01,"['Longer', 'Dan Fogelberg']",Dan Fogelberg,Longer,4,0
204,1980-03-01,"['Desire', 'Andy Gibb']",Andy Gibb,Desire,5,0
205,1980-03-01,"['On The Radio', 'Donna Summer']",Donna Summer,On The Radio,6,0
206,1980-03-01,"[""Cruisin'"", 'Smokey Robinson']",Smokey Robinson,Cruisin',7,0
207,1980-03-01,"['Rock With You', 'Michael Jackson']",Michael Jackson,Rock With You,8,0
208,1980-03-01,"['Working My Way Back To You/Forgive Me, Girl', 'The Spinners']",The Spinners,Working My Way Back To You/Forgive M,9,1
209,1980-03-01,"['Another Brick In The Wall (Part II)', 'Pink Floyd']",Pink Floyd,Another Brick In The Wall (Part II),10,0
210,1980-03-01,"[""Romeo's Tune"", 'Steve Forbert']",Steve Forbert,Romeo's Tune,11,0
211,1980-03-01,"['Daydream Believer', 'Anne Murray']",Anne Murray,Daydream Believer,12,0
212,1980-03-01,"['An American Dream', 'The Dirt Band']",The Dirt Band,An American Dream,13,0
213,1980-03-01,"['The Second Time Around', 'Shalamar']",Shalamar,The Second Time Around,14,0
214,1980-03-01,"['Too Hot', 'Kool & The Gang']",Kool & The Gang,Too Hot,15,0
215,1980-03-01,"['Him', 'Rupert Holmes']",Rupert Holmes,Him,16,0
216,1980-03-01,"[""September Morn'"", 'Neil Diamond']",Neil Diamond,September Morn',17,0
217,1980-03-01,"['How Do I Make You', 'Linda Ronstadt']",Linda Ronstadt,How Do I Make You,18,0
218,1980-03-01,"['Refugee', 'Tom Petty And The Heartbreakers']",Tom Petty And The Heartbreakers,Refugee,19,0
219,1980-03-01,"['When I Wanted You', 'Barry Manilow']",Barry Manilow,When I Wanted You,20,0
220,1980-03-01,"['Coward Of The County', 'Kenny Rogers']",Kenny Rogers,Coward Of The County,21,0
221,1980-03-01,"['Sara', 'Fleetwood Mac']",Fleetwood Mac,Sara,22,0
222,1980-03-01,"['This Is It', 'Kenny Loggins']",Kenny Loggins,This Is It,23,0
223,1980-03-01,"['Give It All You Got', 'Chuck Mangione']",Chuck Mangione,Give It All You Got,24,0
224,1980-03-01,"['Wonderland', 'Commodores']",Commodores,Wonderland,25,0
225,1980-03-01,"['Special Lady', 'Ray, Goodman & Brown']",oodman & Brown,Special Lady,26,1
226,1980-03-01,"['99', 'Toto']",Toto,99,27,0
227,1980-03-01,"['Heartbreaker', 'Pat Benatar']",Pat Benatar,Heartbreaker,28,0
228,1980-03-01,"['Fool In The Rain', 'Led Zeppelin']",Led Zeppelin,Fool In The Rain,29,0
229,1980-03-01,"[""Don't Do Me Like That"", 'Tom Petty And The Heartbreakers']",Tom Petty And The Heartbreakers,Don't Do Me Like That,30,0
230,1980-03-01,"['Ride Like The Wind', 'Christopher Cross']",Christopher Cross,Ride Like The Wind,31,0
231,1980-03-01,"[""I Can't Tell You Why"", 'Eagles']",Eagles,I Can't Tell You Why,32,0
232,1980-03-01,"['Off The Wall', 'Michael Jackson']",Michael Jackson,Off The Wall,33,0
233,1980-03-01,"['Three Times In Love', 'Tommy James']",Tommy James,Three Times In Love,34,0
234,1980-03-01,"['Let Me Go, Love', 'Nicolette Larson & Michael McDonald']",Nicolette Larson & Michael McDonald,Let Me G,35,1
235,1980-03-01,"[""With You I'm Born Again"", 'Billy Preston & Syreeta']",Billy Preston & Syreeta,With You I'm Born Again,36,0
236,1980-03-01,"['Kiss Me In The Rain', 'Barbra Streisand']",Barbra Streisand,Kiss Me In The Rain,37,0
237,1980-03-01,"['When A Man Loves A Woman', 'Bette Midler']",Bette Midler,When A Man Loves A Woman,38,0
238,1980-03-01,"['I Thank You', 'ZZ Top']",ZZ Top,I Thank You,39,0
239,1980-03-01,"['Fire Lake', 'Bob Seger']",Bob Seger,Fire Lake,40,0
240,1980-03-01,"['Back On My Feet Again', 'The Babys']",The Babys,Back On My Feet Again,41,0
241,1980-03-01,"[""Flirtin' With Disaster"", 'Molly Hatchet']",Molly Hatchet,Flirtin' With Disaster,42,0
242,1980-03-01,"['I Pledge My Love', 'Peaches & Herb']",Peaches & Herb,I Pledge My Love,43,0
243,1980-03-01,"['Come Back', 'The J. Geils Band']",The J. Geils Band,Come Back,44,0
244,1980-03-01,"['Baby Talks Dirty', 'The Knack']",The Knack,Baby Talks Dirty,45,0
245,1980-03-01,"[""Haven't You Heard"", 'Patrice Rushen']",Patrice Rushen,Haven't You Heard,46,0
246,1980-03-01,"['Lost In Love', 'Air Supply']",Air Supply,Lost In Love,47,0
247,1980-03-01,"[""I Can't Help Myself (Sugar Pie, Honey Bunch)"", 'Bonnie Pointer']",Bonnie Pointer,I Can't Help Myself (Sugar Pi,48,1
248,1980-03-01,"['I Wish I Was Eighteen Again', 'George Burns']",George Burns,I Wish I Was Eighteen Again,49,0
249,1980-03-01,"[""Rockin' Into The Night"", '38 Special']",38 Special,Rockin' Into The Night,50,0
250,1980-03-01,"['Us And Love (We Go Together)', 'Kenny Nolan']",Kenny Nolan,Us And Love (We Go Together),51,0
251,1980-03-01,"['Years', 'Wayne Newton']",Wayne Newton,Years,52,0
252,1980-03-01,"['And The Beat Goes On', 'The Whispers']",The Whispers,And The Beat Goes On,53,0
253,1980-03-01,"['You Might Need Somebody', 'Turley Richards']",Turley Richards,You Might Need Somebody,54,0
254,1980-03-01,"['Sexy Eyes', 'Dr. Hook']",Dr. Hook,Sexy Eyes,55,0
255,1980-03-01,"['Even It Up', 'Heart']",Heart,Even It Up,56,0
256,1980-03-01,"['Women', 'Foreigner']",Foreigner,Women,57,0
257,1980-03-01,"[""Where Does The Lovin' Go"", 'David Gates']",David Gates,Where Does The Lovin' Go,58,0
258,1980-03-01,"['My Heroes Have Always Been Cowboys', 'Willie Nelson']",Willie Nelson,My Heroes Have Always Been Cowboys,59,0
259,1980-03-01,"['The Long Run', 'Eagles']",Eagles,The Long Run,60,0
260,1980-03-01,"['Call Me', 'Blondie']",Blondie,Call Me,61,0
261,1980-03-01,"['What I Like About You', 'The Romantics']",The Romantics,What I Like About You,62,0
262,1980-03-01,"['Hold On To My Love', 'Jimmy Ruffin']",Jimmy Ruffin,Hold On To My Love,63,0
263,1980-03-01,"['Cars', 'Gary Numan']",Gary Numan,Cars,64,0
264,1980-03-01,"['Pilot Of The Airwaves', 'Charlie Dore']",Charlie Dore,Pilot Of The Airwaves,65,0
265,1980-03-01,"['I Shoulda Loved Ya', 'Narada Michael Walden']",Narada Michael Walden,I Shoulda Loved Ya,66,0
266,1980-03-01,"['Set Me Free', 'Utopia']",Utopia,Set Me Free,67,0
267,1980-03-01,"['Computer Game ""Theme From The Circus""', 'Yellow Magic Orchestra']",Yellow Magic Orchestra,"Computer Game ""Theme From The Circus""",68,0
268,1980-03-01,"['Escape (The Pina Colada Song)', 'Rupert Holmes']",Rupert Holmes,Escape (The Pina Colada Song),69,0
269,1980-03-01,"['Desire', 'Rockets']",Rockets,Desire,70,0
270,1980-03-01,"['Keep The Fire', 'Kenny Loggins']",Kenny Loggins,Keep The Fire,71,0
