,Date,Data,Artist,Title,Rank,Note
152,2000-01-29,"['Got Your Money', ""Ol' Dirty Bastard Featuring Kelis""]",Ol' Dirty Bastard Featuring Kelis,Got Your Money,53,0
153,2000-01-29,"['Falls Apart', 'Sugar Ray']",Sugar Ray,Falls Apart,54,0
154,2000-01-29,"['Forgot About Dre', 'Dr. Dre Featuring Eminem']",Dr. Dre Featuring Eminem,Forgot About Dre,55,0
155,2000-01-29,"['Untitled (How Does It Feel)', ""D'Angelo""]",D'Angelo,Untitled (How Does It Feel),56,0
156,2000-01-29,"['The Great Beyond', 'R.E.M.']",R.E.M.,The Great Beyond,57,0
157,2000-01-29,"[""Dancin'"", 'Guy']",Guy,Dancin',58,0
158,2000-01-29,"['If You Love Me', 'Mint Condition']",Mint Condition,If You Love Me,59,0
159,2000-01-29,"['No More Rain (In This Cloud)', 'Angie Stone']",Angie Stone,No More Rain (In This Cloud),60,0
160,2000-01-29,"['Everything You Want', 'Vertical Horizon']",Vertical Horizon,Everything You Want,61,0
161,2000-01-29,"['One Night Stand', 'J-Shin Featuring LaTocha Scott']",J-Shin Featuring LaTocha Scott,One Night Stand,62,0
162,2000-01-29,"['When I Said I Do', 'Clint Black']",Clint Black,When I Said I Do,63,0
163,2000-01-29,"[""G'd Up"", 'Snoop Dogg Presents Tha Eastsidaz']",Snoop Dogg Presents Tha Eastsidaz,G'd Up,64,0
164,2000-01-29,"['Do It Again (Put Ya Hands Up)', 'Jay-Z Featuring Beanie Sigel & Amil']",Jay-Z Featuring Beanie Sigel & Amil,Do It Again (Put Ya Hands Up),65,0
165,2000-01-29,"['Satisfy You', 'Puff Daddy Featuring R. Kelly']",Puff Daddy Featuring R. Kelly,Satisfy You,66,0
166,2000-01-29,"['Deep Inside', 'Mary J. Blige']",Mary J. Blige,Deep Inside,67,0
167,2000-01-29,"['Caught Out There', 'Kelis']",Kelis,Caught Out There,68,0
168,2000-01-29,"[""What's My Name"", 'DMX']",DMX,What's My Name,69,0
169,2000-01-29,"['Stay The Night', 'IMx']",IMx,Stay The Night,70,0
170,2000-01-29,"['Breathe And Stop', 'Q-Tip']",Q-Tip,Breathe And Stop,71,0
171,2000-01-29,"['Angels', 'Robbie Williams']",Robbie Williams,Angels,72,0
172,2000-01-29,"['The Best Day', 'George Strait']",George Strait,The Best Day,73,0
173,2000-01-29,"['Thong Song', 'Sisqo']",Sisqo,Thong Song,74,0
174,2000-01-29,"['Tricky, Tricky', 'Lou Bega']",Lou Bega,Trick,75,1
175,2000-01-29,"['From The Bottom Of My Broken Heart', 'Britney Spears']",Britney Spears,From The Bottom Of My Broken Heart,76,0
176,2000-01-29,"['How Do You Like Me Now?!', 'Toby Keith']",Toby Keith,How Do You Like Me Now?!,77,0
177,2000-01-29,"['Smoke Rings In The Dark', 'Gary Allan']",Gary Allan,Smoke Rings In The Dark,78,0
178,2000-01-29,"['Live, Laugh, Love', 'Clay Walker']",Clay Walker,Liv,79,1
179,2000-01-29,"['Lessons Learned', 'Tracy Lawrence']",Tracy Lawrence,Lessons Learned,80,0
180,2000-01-29,"['Put Your Hand In Mine', 'Tracy Byrd']",Tracy Byrd,Put Your Hand In Mine,81,0
181,2000-01-29,"['The Chemicals Between Us', 'Bush']",Bush,The Chemicals Between Us,82,0
182,2000-01-29,"['Because You Love Me', 'Jo Dee Messina']",Jo Dee Messina,Because You Love Me,83,0
183,2000-01-29,"[""I Don't Wanna"", 'Aaliyah']",Aaliyah,I Don't Wanna,84,0
184,2000-01-29,"['I Like It', 'Sammie']",Sammie,I Like It,85,0
185,2000-01-29,"['Tha Block Is Hot', ""Lil' Wayne Featuring Juvenile & B.G.""]",Lil' Wayne Featuring Juvenile & B.G.,Tha Block Is Hot,86,0
186,2000-01-29,"['4, 5, 6', 'Sole Featuring JT Money & Kandi']",Sole Featuring JT Money & Kandi,,87,1
187,2000-01-29,"['All Things Considered', 'Yankee Grey']",Yankee Grey,All Things Considered,88,0
188,2000-01-29,"['Home To You', 'John Michael Montgomery']",John Michael Montgomery,Home To You,89,0
189,2000-01-29,"['N 2 Gether Now', 'Limp Bizkit Featuring Method Man']",Limp Bizkit Featuring Method Man,N 2 Gether Now,90,0
190,2000-01-29,"['Shake Your Bon-Bon', 'Ricky Martin']",Ricky Martin,Shake Your Bon-Bon,91,0
191,2000-01-29,"['Re-arranged', 'Limp Bizkit']",Limp Bizkit,Re-arranged,92,0
192,2000-01-29,"[""The Quittin' Kind"", 'Joe Diffie']",Joe Diffie,The Quittin' Kind,93,0
193,2000-01-29,"['The Best Man I Can Be', 'Ginuwine, R.L., Tyrese, Case']",ase,The Best Man I Can Be,94,1
194,2000-01-29,"['Guerrilla Radio', 'Rage Against The Machine']",Rage Against The Machine,Guerrilla Radio,95,0
195,2000-01-29,"['Bug A Boo', ""Destiny's Child""]",Destiny's Child,Bug A Boo,96,0
196,2000-01-29,"['L.A. Song', 'Beth Hart']",Beth Hart,L.A. Song,97,0
197,2000-01-29,"[""Don't Say You Love Me"", 'M2M']",M2M,Don't Say You Love Me,98,0
198,2000-01-29,"['(You Drive Me) Crazy', 'Britney Spears']",Britney Spears,(You Drive Me) Crazy,99,0
199,2000-01-29,"[""She Thinks My Tractor's Sexy"", 'Kenny Chesney']",Kenny Chesney,She Thinks My Tractor's Sexy,100,0
200,2000-02-26,"['I Knew I Loved You', 'Savage Garden']",Savage Garden,I Knew I Loved You,1,0
201,2000-02-26,"['Thank God I Found You', 'Mariah Carey Featuring Joe & 98 Degrees']",Mariah Carey Featuring Joe & 98 Degrees,Thank God I Found You,2,0
202,2000-02-26,"['Amazed', 'Lonestar']",Lonestar,Amazed,3,0
203,2000-02-26,"['What A Girl Wants', 'Christina Aguilera']",Christina Aguilera,What A Girl Wants,4,0
204,2000-02-26,"['Breathe', 'Faith Hill']",Faith Hill,Breathe,5,0
205,2000-02-26,"['Maria Maria', 'Santana Featuring The Product G&B']",Santana Featuring The Product G&B,Maria Maria,6,0
206,2000-02-26,"['Get It On Tonite', 'Montell Jordan']",Montell Jordan,Get It On Tonite,7,0
207,2000-02-26,"['All The Small Things', 'Blink-182']",Blink-182,All The Small Things,8,0
208,2000-02-26,"['Smooth', 'Santana Featuring Rob Thomas']",Santana Featuring Rob Thomas,Smooth,9,0
209,2000-02-26,"['Hot Boyz', 'Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip']",VE & Q-Tip,Hot Boyz,10,1
210,2000-02-26,"[""That's The Way It Is"", 'Celine Dion']",Celine Dion,That's The Way It Is,11,0
211,2000-02-26,"['Show Me The Meaning Of Being Lonely', 'Backstreet Boys']",Backstreet Boys,Show Me The Meaning Of Being Lonely,12,0
212,2000-02-26,"['Bye Bye Bye', ""'N Sync""]",'N Sync,Bye Bye Bye,13,0
213,2000-02-26,"['From The Bottom Of My Broken Heart', 'Britney Spears']",Britney Spears,From The Bottom Of My Broken Heart,14,0
214,2000-02-26,"['Bring It All To Me', 'Blaque']",Blaque,Bring It All To Me,15,0
215,2000-02-26,"['Back At One', 'Brian McKnight']",Brian McKnight,Back At One,16,0
216,2000-02-26,"['It Feels So Good', 'Sonique']",Sonique,It Feels So Good,17,0
217,2000-02-26,"['Say My Name', ""Destiny's Child""]",Destiny's Child,Say My Name,18,0
218,2000-02-26,"['Blue (Da Ba Dee)', 'Eiffel 65']",Eiffel 65,Blue (Da Ba Dee),19,0
219,2000-02-26,"['Take A Picture', 'Filter']",Filter,Take A Picture,20,0
220,2000-02-26,"['I Need To Know', 'Marc Anthony']",Marc Anthony,I Need To Know,21,0
221,2000-02-26,"['Never Let You Go', 'Third Eye Blind']",Third Eye Blind,Never Let You Go,22,0
222,2000-02-26,"['Then The Morning Comes', 'Smash Mouth']",Smash Mouth,Then The Morning Comes,23,0
223,2000-02-26,"[""He Can't Love U"", 'Jagged Edge']",Jagged Edge,He Can't Love U,24,0
224,2000-02-26,"['Untitled (How Does It Feel)', ""D'Angelo""]",D'Angelo,Untitled (How Does It Feel),25,0
225,2000-02-26,"['Thong Song', 'Sisqo']",Sisqo,Thong Song,26,0
226,2000-02-26,"['My Love Is Your Love', 'Whitney Houston']",Whitney Houston,My Love Is Your Love,27,0
227,2000-02-26,"['I Wanna Know', 'Joe']",Joe,I Wanna Know,28,0
228,2000-02-26,"['Falls Apart', 'Sugar Ray']",Sugar Ray,Falls Apart,29,0
229,2000-02-26,"['Forgot About Dre', 'Dr. Dre Featuring Eminem']",Dr. Dre Featuring Eminem,Forgot About Dre,30,0
230,2000-02-26,"['My Best Friend', 'Tim McGraw']",Tim McGraw,My Best Friend,31,0
231,2000-02-26,"['Meet Virginia', 'Train']",Train,Meet Virginia,32,0
232,2000-02-26,"['Everything You Want', 'Vertical Horizon']",Vertical Horizon,Everything You Want,33,0
233,2000-02-26,"['One Night Stand', 'J-Shin Featuring LaTocha Scott']",J-Shin Featuring LaTocha Scott,One Night Stand,34,0
234,2000-02-26,"['American Pie', 'Madonna']",Madonna,American Pie,35,0
235,2000-02-26,"['Back At One', 'Mark Wills']",Mark Wills,Back At One,36,0
236,2000-02-26,"['Cowboy Take Me Away', 'Dixie Chicks']",Dixie Chicks,Cowboy Take Me Away,37,0
237,2000-02-26,"[""I Don't Wanna"", 'Aaliyah']",Aaliyah,I Don't Wanna,38,0
238,2000-02-26,"['Love Is Blind', 'Eve Featuring Faith Evans']",Eve Featuring Faith Evans,Love Is Blind,39,0
239,2000-02-26,"['I Like It', 'Sammie']",Sammie,I Like It,40,0
240,2000-02-26,"[""U Know What's Up"", 'Donell Jones']",Donell Jones,U Know What's Up,41,0
241,2000-02-26,"['Learn To Fly', 'Foo Fighters']",Foo Fighters,Learn To Fly,42,0
242,2000-02-26,"['Smile', 'Lonestar']",Lonestar,Smile,43,0
243,2000-02-26,"['The Best Day', 'George Strait']",George Strait,The Best Day,44,0
244,2000-02-26,"['How Do You Like Me Now?!', 'Toby Keith']",Toby Keith,How Do You Like Me Now?!,45,0
245,2000-02-26,"['Shake Your Bon-Bon', 'Ricky Martin']",Ricky Martin,Shake Your Bon-Bon,46,0
246,2000-02-26,"['Only God Knows Why', 'Kid Rock']",Kid Rock,Only God Knows Why,47,0
247,2000-02-26,"['Lessons Learned', 'Tracy Lawrence']",Tracy Lawrence,Lessons Learned,48,0
248,2000-02-26,"['Another Dumb Blonde', 'Hoku']",Hoku,Another Dumb Blonde,49,0
249,2000-02-26,"['Sexual (Li Da Di)', 'Amber']",Amber,Sexual (Li Da Di),50,0
250,2000-02-26,"['I Try', 'Macy Gray']",Macy Gray,I Try,51,0
251,2000-02-26,"['Dear Lie', 'TLC']",TLC,Dear Lie,52,0
252,2000-02-26,"['Black Balloon', 'Goo Goo Dolls']",Goo Goo Dolls,Black Balloon,53,0
253,2000-02-26,"['I Wanna Love You Forever', 'Jessica Simpson']",Jessica Simpson,I Wanna Love You Forever,54,0
254,2000-02-26,"[""G'd Up"", 'Snoop Dogg Presents Tha Eastsidaz']",Snoop Dogg Presents Tha Eastsidaz,G'd Up,55,0
255,2000-02-26,"['Hanginaround', 'Counting Crows']",Counting Crows,Hanginaround,56,0
256,2000-02-26,"['Got Your Money', ""Ol' Dirty Bastard Featuring Kelis""]",Ol' Dirty Bastard Featuring Kelis,Got Your Money,57,0
257,2000-02-26,"[""Love's The Only House"", 'Martina McBride']",Martina McBride,Love's The Only House,58,0
