,Date,Data,Artist,Title,Rank,Note
2103,1971-08-14,"[""Draggin' The Line"", 'Tommy James']",Tommy James,Draggin' The Line,4,0
2104,1971-08-14,"[""You've Got A Friend"", 'James Taylor']",James Taylor,You've Got A Friend,5,0
2105,1971-08-14,"['Indian Reservation (The Lament Of The Cherokee Reservation Indian)', 'The Raiders']",The Raiders,Indian Reservation (The Lament Of The Cherokee Reservation Indian),6,0
2106,1971-08-14,"['Beginnings/Colour My World', 'Chicago']",Chicago,Beginnings/Colour My World,7,0
2107,1971-08-14,"['What The World Needs Now Is Love/Abraham, Martin and John', 'Tom Clay']",Tom Clay,What The World Needs Now Is Love/Abraha,8,1
2108,1971-08-14,"['Mercy, Mercy Me (The Ecology)', 'Marvin Gaye']",Marvin Gaye,Merc,9,1
2109,1971-08-14,"['Signs', 'Five Man Electrical Band']",Five Man Electrical Band,Signs,10,0
2110,1971-08-14,"[""It's Too Late/I Feel The Earth Move"", 'Carole King']",Carole King,It's Too Late/I Feel The Earth Move,11,0
2111,1971-08-14,"['Bring The Boys Home', 'Freda Payne']",Freda Payne,Bring The Boys Home,12,0
2112,1971-08-14,"['Never Ending Song Of Love', 'Delaney & Bonnie & Friends']",Delaney & Bonnie & Friends,Never Ending Song Of Love,13,0
2113,1971-08-14,"['Liar', 'Three Dog Night']",Three Dog Night,Liar,14,0
2114,1971-08-14,"['Sweet Hitch-Hiker', 'Creedence Clearwater Revival']",Creedence Clearwater Revival,Sweet Hitch-Hiker,15,0
2115,1971-08-14,"['Hot Pants (She Got To Use What She Got To Get What She Wants) (Pt. 1)', 'James Brown']",James Brown,Hot Pants (She Got To Use What She Got To Get What She Wants) (Pt. 1),16,0
2116,1971-08-14,"['Rings', 'Cymarron']",Cymarron,Rings,17,0
2117,1971-08-14,"[""Love The One You're With"", 'The Isley Brothers']",The Isley Brothers,Love The One You're With,18,0
2118,1971-08-14,"['Spanish Harlem', 'Aretha Franklin']",Aretha Franklin,Spanish Harlem,19,0
2119,1971-08-14,"['Riders On The Storm', 'The Doors']",The Doors,Riders On The Storm,20,0
2120,1971-08-14,"['Smiling Faces Sometimes', 'The Undisputed Truth']",The Undisputed Truth,Smiling Faces Sometimes,21,0
2121,1971-08-14,"['Maybe Tomorrow', 'Jackson 5']",Jackson 5,Maybe Tomorrow,22,0
2122,1971-08-14,"[""Don't Pull Your Love"", 'Hamilton, Joe Frank & Reynolds']",oe Frank & Reynolds,Don't Pull Your Love,23,1
2123,1971-08-14,"['Sooner Or Later', 'The Grass Roots']",The Grass Roots,Sooner Or Later,24,0
2124,1971-08-14,"['Whatcha See Is Whatcha Get', 'The Dramatics']",The Dramatics,Whatcha See Is Whatcha Get,25,0
2125,1971-08-14,"['I Just Want To Celebrate', 'Rare Earth']",Rare Earth,I Just Want To Celebrate,26,0
2126,1971-08-14,"[""Ain't No Sunshine"", 'Bill Withers']",Bill Withers,Ain't No Sunshine,27,0
2127,1971-08-14,"['Double Barrel', 'Dave & Ansil Collins']",Dave & Ansil Collins,Double Barrel,28,0
2128,1971-08-14,"[""You've Got A Friend"", 'Roberta Flack & Donny Hathaway']",Roberta Flack & Donny Hathaway,You've Got A Friend,29,0
2129,1971-08-14,"['Moon Shadow', 'Cat Stevens']",Cat Stevens,Moon Shadow,30,0
2130,1971-08-14,"['If Not For You', 'Olivia Newton-John']",Olivia Newton-John,If Not For You,31,0
2131,1971-08-14,"['Here Comes That Rainy Day Feeling Again', 'The Fortunes']",The Fortunes,Here Comes That Rainy Day Feeling Again,32,0
2132,1971-08-14,"[""I Don't Want To Do Wrong"", 'Gladys Knight And The Pips']",Gladys Knight And The Pips,I Don't Want To Do Wrong,33,0
2133,1971-08-14,"[""Won't Get Fooled Again"", 'The Who']",The Who,Won't Get Fooled Again,34,0
2134,1971-08-14,"['Get It On', 'Chase']",Chase,Get It On,35,0
2135,1971-08-14,"['Mighty Clouds Of Joy', 'B.J. Thomas']",B.J. Thomas,Mighty Clouds Of Joy,36,0
2136,1971-08-14,"[""Go Down Gamblin'"", 'Blood, Sweat & Tears']",weat & Tears,Go Down Gamblin',37,1
2137,1971-08-14,"[""I'm Leavin'"", 'Elvis Presley']",Elvis Presley,I'm Leavin',38,0
2138,1971-08-14,"['Mother Freedom', 'Bread']",Bread,Mother Freedom,39,0
2139,1971-08-14,"['Summer Sand', 'Dawn']",Dawn,Summer Sand,40,0
2140,1971-08-14,"['Tired Of Being Alone', 'Al Green']",Al Green,Tired Of Being Alone,41,0
2141,1971-08-14,"['Stick-Up', 'The Honey Cone']",The Honey Cone,Stick-Up,42,0
2142,1971-08-14,"['Where You Lead', 'Barbra Streisand']",Barbra Streisand,Where You Lead,43,0
2143,1971-08-14,"['Go Away Little Girl', 'Donny Osmond']",Donny Osmond,Go Away Little Girl,44,0
2144,1971-08-14,"['Resurrection Shuffle', 'Ashton, Gardner & Dyke']",ardner & Dyke,Resurrection Shuffle,45,1
2145,1971-08-14,"['Chicago', 'Graham Nash']",Graham Nash,Chicago,46,0
2146,1971-08-14,"['I Likes To Do It', ""The People's Choice""]",The People's Choice,I Likes To Do It,47,0
2147,1971-08-14,"[""Love Means (You Never Have To Say You're Sorry)"", 'Sounds Of Sunshine']",Sounds Of Sunshine,Love Means (You Never Have To Say You're Sorry),48,0
2148,1971-08-14,"[""She Didn't Do Magic/I'm The Only One"", 'Lobo']",Lobo,She Didn't Do Magic/I'm The Only One,49,0
2149,1971-08-14,"['Watching The River Flow', 'Bob Dylan']",Bob Dylan,Watching The River Flow,50,0
2150,1971-08-14,"['Chirpy Chirpy Cheep Cheep', 'Mac And Katie Kissoon']",Mac And Katie Kissoon,Chirpy Chirpy Cheep Cheep,51,0
2151,1971-08-14,"['Saturday Morning Confusion', 'Bobby Russell']",Bobby Russell,Saturday Morning Confusion,52,0
2152,1971-08-14,"['Rainy Jane', 'Davy Jones']",Davy Jones,Rainy Jane,53,0
2153,1971-08-14,"[""It's Summer"", 'The Temptations']",The Temptations,It's Summer,54,0
2154,1971-08-14,"['Ride With Me', 'Steppenwolf']",Steppenwolf,Ride With Me,55,0
2155,1971-08-14,"[""He's So Fine"", 'Jody Miller']",Jody Miller,He's So Fine,56,0
2156,1971-08-14,"['Maggie', 'Redbone']",Redbone,Maggie,57,0
2157,1971-08-14,"['Crazy About The La La La', 'Smokey Robinson & The Miracles']",Smokey Robinson & The Miracles,Crazy About The La La La,58,0
2158,1971-08-14,"['I Hear Those Church Bells Ringing', 'Dusk']",Dusk,I Hear Those Church Bells Ringing,59,0
2159,1971-08-14,"['Do You Know What I Mean', 'Lee Michaels']",Lee Michaels,Do You Know What I Mean,60,0
2160,1971-08-14,"['Wedding Song (There Is Love)', 'Paul Stookey']",Paul Stookey,Wedding Song (There Is Love),61,0
2161,1971-08-14,"['Maggie May/Reason To Believe', 'Rod Stewart']",Rod Stewart,Maggie May/Reason To Believe,62,0
2162,1971-08-14,"['I Woke Up In Love This Morning', 'The Partridge Family Starring Shirley Jones Featuring David Cassidy']",The Partridge Family Starring Shirley Jones Featuring David Cassidy,I Woke Up In Love This Morning,63,0
2163,1971-08-14,"['The Story In Your Eyes', 'The Moody Blues']",The Moody Blues,The Story In Your Eyes,64,0
2164,1971-08-14,"['Uncle Albert/Admiral Halsey', 'Paul & Linda McCartney']",Paul & Linda McCartney,Uncle Albert/Admiral Halsey,65,0
2165,1971-08-14,"[""I'm A Believer"", 'Neil Diamond']",Neil Diamond,I'm A Believer,66,0
2166,1971-08-14,"['Bangla-Desh/Deep Blue', 'George Harrison']",George Harrison,Bangla-Desh/Deep Blue,67,0
2167,1971-08-14,"['Where Evil Grows', 'The Poppy Family']",The Poppy Family,Where Evil Grows,68,0
2168,1971-08-14,"['Come Back Home', 'Bobby Goldsboro']",Bobby Goldsboro,Come Back Home,69,0
2169,1971-08-14,"['K-Jee', 'The Nite-Liters']",The Nite-Liters,K-Jee,70,0
2170,1971-08-14,"['All Day Music', 'War']",War,All Day Music,71,0
2171,1971-08-14,"['The Night They Drove Old Dixie Down', 'Joan Baez']",Joan Baez,The Night They Drove Old Dixie Down,72,0
2172,1971-08-14,"[""Take Me Girl, I'm Ready"", 'Jr. Walker & The All Stars']",Jr. Walker & The All Stars,Take Me Gir,73,1
2173,1971-08-14,"['Indian Summer', 'Audience']",Audience,Indian Summer,74,0
2174,1971-08-14,"[""I Ain't Got Time Anymore"", 'The Glass Bottle']",The Glass Bottle,I Ain't Got Time Anymore,75,0
2175,1971-08-14,"['We Are Neighbors', 'The Chi-lites']",The Chi-lites,We Are Neighbors,76,0
2176,1971-08-14,"['Like An Open Door', 'The Fuzz']",The Fuzz,Like An Open Door,77,0
2177,1971-08-14,"['One-Way Ticket', 'Tyrone Davis']",Tyrone Davis,One-Way Ticket,78,0
2178,1971-08-14,"[""He's Gonna Step On You Again"", 'John Kongos']",John Kongos,He's Gonna Step On You Again,79,0
2179,1971-08-14,"[""You're The One For Me"", 'Joe Simon']",Joe Simon,You're The One For Me,80,0
2180,1971-08-14,"['Rain Dance', 'The Guess Who']",The Guess Who,Rain Dance,81,0
2181,1971-08-14,"[""I've Found Someone Of My Own"", 'The Free Movement']",The Free Movement,I've Found Someone Of My Own,82,0
2182,1971-08-14,"['Sweet City Woman', 'Stampeders']",Stampeders,Sweet City Woman,83,0
2183,1971-08-14,"[""It's The Real Thing - Pt. I"", 'The Electric Express']",The Electric Express,It's The Real Thing - Pt. I,84,0
2184,1971-08-14,"['Them Changes', 'Buddy Miles & The Freedom Express']",Buddy Miles & The Freedom Express,Them Changes,85,0
2185,1971-08-14,"['If You Really Love Me', 'Stevie Wonder']",Stevie Wonder,If You Really Love Me,86,0
2186,1971-08-14,"['Surrender', 'Diana Ross']",Diana Ross,Surrender,87,0
2187,1971-08-14,"['The Breakdown (Part I)', 'Rufus Thomas']",Rufus Thomas,The Breakdown (Part I),88,0
2188,1971-08-14,"['Top Forty', 'Sha Na Na']",Sha Na Na,Top Forty,89,0
2189,1971-08-14,"['Amanda', 'Dionne Warwicke']",Dionne Warwicke,Amanda,90,0
2190,1971-08-14,"['Crazy Love', 'Helen Reddy']",Helen Reddy,Crazy Love,91,0
2191,1971-08-14,"['We Got A Dream', 'Ocean']",Ocean,We Got A Dream,92,0
2192,1971-08-14,"['Hymn 43', 'Jethro Tull']",Jethro Tull,Hymn 43,93,0
2193,1971-08-14,"['Love Me', 'The Impressions']",The Impressions,Love Me,94,0
2194,1971-08-14,"['The Love We Had (Stays On My Mind)', 'The Dells']",The Dells,The Love We Had (Stays On My Mind),95,0
2195,1971-08-14,"['Slipped, Tripped And Fell In Love', 'Clarence Carter']",Clarence Carter,Slippe,96,1
2196,1971-08-14,"['California On My Mind', 'Morning Mist']",Morning Mist,California On My Mind,97,0
2197,1971-08-14,"['Wear This Ring (With Love)', 'Detroit Emeralds']",Detroit Emeralds,Wear This Ring (With Love),98,0
2198,1971-08-14,"['Good Enough To Be Your Wife', 'Jeannie C. Riley']",Jeannie C. Riley,Good Enough To Be Your Wife,99,0
2199,1971-08-14,"[""I'd Rather Be Sorry"", 'Ray Price']",Ray Price,I'd Rather Be Sorry,100,0
2200,1971-09-11,"['Go Away Little Girl', 'Donny Osmond']",Donny Osmond,Go Away Little Girl,1,0
2201,1971-09-11,"['Spanish Harlem', 'Aretha Franklin']",Aretha Franklin,Spanish Harlem,2,0
2202,1971-09-11,"['Smiling Faces Sometimes', 'The Undisputed Truth']",The Undisputed Truth,Smiling Faces Sometimes,3,0
2203,1971-09-11,"[""Ain't No Sunshine"", 'Bill Withers']",Bill Withers,Ain't No Sunshine,4,0
2204,1971-09-11,"['Uncle Albert/Admiral Halsey', 'Paul & Linda McCartney']",Paul & Linda McCartney,Uncle Albert/Admiral Halsey,5,0
2205,1971-09-11,"['How Can You Mend A Broken Heart', 'Bee Gees']",Bee Gees,How Can You Mend A Broken Heart,6,0
2206,1971-09-11,"['I Just Want To Celebrate', 'Rare Earth']",Rare Earth,I Just Want To Celebrate,7,0
2207,1971-09-11,"['Take Me Home, Country Roads', 'John Denver']",John Denver,Take Me Hom,8,1
2208,1971-09-11,"['Signs', 'Five Man Electrical Band']",Five Man Electrical Band,Signs,9,0
2209,1971-09-11,"['Maggie May/Reason To Believe', 'Rod Stewart']",Rod Stewart,Maggie May/Reason To Believe,10,0
2210,1971-09-11,"['Whatcha See Is Whatcha Get', 'The Dramatics']",The Dramatics,Whatcha See Is Whatcha Get,11,0
2211,1971-09-11,"['The Night They Drove Old Dixie Down', 'Joan Baez']",Joan Baez,The Night They Drove Old Dixie Down,12,0
2212,1971-09-11,"['Liar', 'Three Dog Night']",Three Dog Night,Liar,13,0
2213,1971-09-11,"['Stick-Up', 'The Honey Cone']",The Honey Cone,Stick-Up,14,0
2214,1971-09-11,"['Mercy, Mercy Me (The Ecology)', 'Marvin Gaye']",Marvin Gaye,Merc,15,1
2215,1971-09-11,"[""Won't Get Fooled Again"", 'The Who']",The Who,Won't Get Fooled Again,16,0
2216,1971-09-11,"['Superstar/Bless The Beasts And Children', 'Carpenters']",Carpenters,Superstar/Bless The Beasts And Children,17,0
2217,1971-09-11,"['I Woke Up In Love This Morning', 'The Partridge Family Starring Shirley Jones Featuring David Cassidy']",The Partridge Family Starring Shirley Jones Featuring David Cassidy,I Woke Up In Love This Morning,18,0
2218,1971-09-11,"['Beginnings/Colour My World', 'Chicago']",Chicago,Beginnings/Colour My World,19,0
2219,1971-09-11,"['Do You Know What I Mean', 'Lee Michaels']",Lee Michaels,Do You Know What I Mean,20,0
2220,1971-09-11,"['Mr. Big Stuff', 'Jean Knight']",Jean Knight,Mr. Big Stuff,21,0
2221,1971-09-11,"['Sweet Hitch-Hiker', 'Creedence Clearwater Revival']",Creedence Clearwater Revival,Sweet Hitch-Hiker,22,0
2222,1971-09-11,"['Bangla-Desh/Deep Blue', 'George Harrison']",George Harrison,Bangla-Desh/Deep Blue,23,0
2223,1971-09-11,"['Tired Of Being Alone', 'Al Green']",Al Green,Tired Of Being Alone,24,0
2224,1971-09-11,"['Riders On The Storm', 'The Doors']",The Doors,Riders On The Storm,25,0
2225,1971-09-11,"['The Story In Your Eyes', 'The Moody Blues']",The Moody Blues,The Story In Your Eyes,26,0
2226,1971-09-11,"['Chirpy Chirpy Cheep Cheep', 'Mac And Katie Kissoon']",Mac And Katie Kissoon,Chirpy Chirpy Cheep Cheep,27,0
2227,1971-09-11,"['If You Really Love Me', 'Stevie Wonder']",Stevie Wonder,If You Really Love Me,28,0
2228,1971-09-11,"['If Not For You', 'Olivia Newton-John']",Olivia Newton-John,If Not For You,29,0
2229,1971-09-11,"['Make It Funky (Part 1)', 'James Brown']",James Brown,Make It Funky (Part 1),30,0
2230,1971-09-11,"['Saturday Morning Confusion', 'Bobby Russell']",Bobby Russell,Saturday Morning Confusion,31,0
2231,1971-09-11,"['So Far Away/Smackwater Jack', 'Carole King']",Carole King,So Far Away/Smackwater Jack,32,0
2232,1971-09-11,"['Rain Dance', 'The Guess Who']",The Guess Who,Rain Dance,33,0
2233,1971-09-11,"['Wedding Song (There Is Love)', 'Paul Stookey']",Paul Stookey,Wedding Song (There Is Love),34,0
2234,1971-09-11,"['Sweet City Woman', 'Stampeders']",Stampeders,Sweet City Woman,35,0
2235,1971-09-11,"[""Go Down Gamblin'"", 'Blood, Sweat & Tears']",weat & Tears,Go Down Gamblin',36,1
2236,1971-09-11,"['Hot Pants (She Got To Use What She Got To Get What She Wants) (Pt. 1)', 'James Brown']",James Brown,Hot Pants (She Got To Use What She Got To Get What She Wants) (Pt. 1),37,0
2237,1971-09-11,"['I Likes To Do It', ""The People's Choice""]",The People's Choice,I Likes To Do It,38,0
2238,1971-09-11,"['K-Jee', 'The Nite-Liters']",The Nite-Liters,K-Jee,39,0
2239,1971-09-11,"['Surrender', 'Diana Ross']",Diana Ross,Surrender,40,0
2240,1971-09-11,"[""I Ain't Got Time Anymore"", 'The Glass Bottle']",The Glass Bottle,I Ain't Got Time Anymore,41,0
2241,1971-09-11,"['All Day Music', 'War']",War,All Day Music,42,0
2242,1971-09-11,"['The Breakdown (Part I)', 'Rufus Thomas']",Rufus Thomas,The Breakdown (Part I),43,0
2243,1971-09-11,"[""I've Found Someone Of My Own"", 'The Free Movement']",The Free Movement,I've Found Someone Of My Own,44,0
2244,1971-09-11,"['Maggie', 'Redbone']",Redbone,Maggie,45,0
2245,1971-09-11,"['Marianne', 'Stephen Stills']",Stephen Stills,Marianne,46,0
2246,1971-09-11,"['The Love We Had (Stays On My Mind)', 'The Dells']",The Dells,The Love We Had (Stays On My Mind),47,0
2247,1971-09-11,"['Where Evil Grows', 'The Poppy Family']",The Poppy Family,Where Evil Grows,48,0
2248,1971-09-11,"['Stop, Look, Listen (To Your Heart)', 'The Stylistics']",The Stylistics,Sto,49,1
2249,1971-09-11,"[""Take Me Girl, I'm Ready"", 'Jr. Walker & The All Stars']",Jr. Walker & The All Stars,Take Me Gir,50,1
2250,1971-09-11,"['Easy Loving', 'Freddie Hart']",Freddie Hart,Easy Loving,51,0
2251,1971-09-11,"['Stagger Lee', 'Tommy Roe']",Tommy Roe,Stagger Lee,52,0
2252,1971-09-11,"['Crazy Love', 'Helen Reddy']",Helen Reddy,Crazy Love,53,0
2253,1971-09-11,"['Waiting At The Bus Stop', 'Bobby Sherman']",Bobby Sherman,Waiting At The Bus Stop,54,0
2254,1971-09-11,"['Another Time, Another Place', 'Engelbert Humperdinck']",Engelbert Humperdinck,Another Tim,55,1
2255,1971-09-11,"[""Call My Name, I'll Be There"", 'Wilson Pickett']",Wilson Pickett,Call My Nam,56,1
2256,1971-09-11,"['Thin Line Between Love & Hate', 'The Persuaders']",The Persuaders,Thin Line Between Love & Hate,57,0
2257,1971-09-11,"[""Loving Her Was Easier (Than Anything I'll Ever Do Again)"", 'Kris Kristofferson']",Kris Kristofferson,Loving Her Was Easier (Than Anything I'll Ever Do Again),58,0
2258,1971-09-11,"['Trapped By A Thing Called Love', 'Denise LaSalle']",Denise LaSalle,Trapped By A Thing Called Love,59,0
2259,1971-09-11,"['Annabella', 'Hamilton, Joe Frank & Reynolds']",oe Frank & Reynolds,Annabella,60,1
2260,1971-09-11,"['Gimme Shelter', 'Grand Funk Railroad']",Grand Funk Railroad,Gimme Shelter,61,0
2261,1971-09-11,"['Ko-Ko Joe', 'Jerry Reed']",Jerry Reed,Ko-Ko Joe,62,0
2262,1971-09-11,"['Is That The Way', 'Tin Tin']",Tin Tin,Is That The Way,63,0
2263,1971-09-11,"['Them Changes', 'Buddy Miles & The Freedom Express']",Buddy Miles & The Freedom Express,Them Changes,64,0
2264,1971-09-11,"['How Can I Unlove You', 'Lynn Anderson']",Lynn Anderson,How Can I Unlove You,65,0
2265,1971-09-11,"[""Hijackin' Love"", 'Johnnie Taylor (The Soul Philosopher)']",Johnnie Taylor (The Soul Philosopher),Hijackin' Love,66,0
2266,1971-09-11,"['Mother Freedom', 'Bread']",Bread,Mother Freedom,67,0
2267,1971-09-11,"['A Natural Man', 'Lou Rawls']",Lou Rawls,A Natural Man,68,0
2268,1971-09-11,"['Where You Lead', 'Barbra Streisand']",Barbra Streisand,Where You Lead,69,0
2269,1971-09-11,"[""I'd Rather Be Sorry"", 'Ray Price']",Ray Price,I'd Rather Be Sorry,70,0
2270,1971-09-11,"['Think His Name', 'Johnny Rivers']",Johnny Rivers,Think His Name,71,0
2271,1971-09-11,"['California Kid And Reemo', 'Lobo']",Lobo,California Kid And Reemo,72,0
2272,1971-09-11,"['Roll On', 'The New Colony Six']",The New Colony Six,Roll On,73,0
2273,1971-09-11,"[""Don't Try To Lay No Boogie-Woogie On The King Of Rock And Roll"", 'John Baldry']",John Baldry,Don't Try To Lay No Boogie-Woogie On The King Of Rock And Roll,74,0
2274,1971-09-11,"['One Fine Morning', 'Lighthouse']",Lighthouse,One Fine Morning,75,0
2275,1971-09-11,"['Talk It Over In The Morning', 'Anne Murray']",Anne Murray,Talk It Over In The Morning,76,0
2276,1971-09-11,"['All My Trials', 'Ray Stevens']",Ray Stevens,All My Trials,77,0
2277,1971-09-11,"['MacArthur Park (Part II)', 'Four Tops']",Four Tops,MacArthur Park (Part II),78,0
2278,1971-09-11,"['Ghetto Woman', 'B.B. King']",B.B. King,Ghetto Woman,79,0
2279,1971-09-11,"['Get It While You Can', 'Janis Joplin']",Janis Joplin,Get It While You Can,80,0
2280,1971-09-11,"['Birds Of A Feather', 'The Raiders']",The Raiders,Birds Of A Feather,81,0
2281,1971-09-11,"['Military Madness', 'Graham Nash']",Graham Nash,Military Madness,82,0
2282,1971-09-11,"['A Song For You', 'Andy Williams']",Andy Williams,A Song For You,83,0
2283,1971-09-11,"[""He'd Rather Have The Rain"", 'Heaven Bound with Tony Scotti']",Heaven Bound with Tony Scotti,He'd Rather Have The Rain,84,0
2284,1971-09-11,"['Yo-Yo', 'The Osmonds']",The Osmonds,Yo-Yo,85,0
2285,1971-09-11,"['Feel So Bad', 'Ray Charles']",Ray Charles,Feel So Bad,86,0
2286,1971-09-11,"['Pin The Tail On The Donkey', 'The Newcomers']",The Newcomers,Pin The Tail On The Donkey,87,0
2287,1971-09-11,"['The Year That Clayton Delaney Died', 'Tom T. Hall']",Tom T. Hall,The Year That Clayton Delaney Died,88,0
2288,1971-09-11,"[""Women's Love Rights"", 'Laura Lee']",Laura Lee,Women's Love Rights,89,0
2289,1971-09-11,"[""Some Of Shelly's Blues"", 'Nitty Gritty Dirt Band']",Nitty Gritty Dirt Band,Some Of Shelly's Blues,90,0
2290,1971-09-11,"[""I Know I'm In Love"", 'Chee-Chee & Peppy']",Chee-Chee & Peppy,I Know I'm In Love,91,0
2291,1971-09-11,"['A Long Time, A Long Way To Go', 'Runt-Todd Rundgren']",Runt-Todd Rundgren,A Long Tim,92,1
2292,1971-09-11,"[""That's The Way A Woman Is"", 'Messengers']",Messengers,That's The Way A Woman Is,93,0
2293,1971-09-11,"['Desdemona', 'The Searchers']",The Searchers,Desdemona,94,0
2294,1971-09-11,"['Handbags And Gladrags', 'Chase']",Chase,Handbags And Gladrags,95,0
2295,1971-09-11,"['Can You Get To That', 'Funkadelic']",Funkadelic,Can You Get To That,96,0
2296,1971-09-11,"['A Part Of You', 'Brenda & The Tabulations']",Brenda & The Tabulations,A Part Of You,97,0
2297,1971-09-11,"['Solo', 'Billie Sans']",Billie Sans,Solo,98,0
2298,1971-09-11,"['Summer Side Of Life', 'Gordon Lightfoot']",Gordon Lightfoot,Summer Side Of Life,99,0
2299,1971-09-11,"['Black Seeds Keep On Growing', 'The Main Ingredient']",The Main Ingredient,Black Seeds Keep On Growing,100,0
2300,1971-10-09,"['Maggie May/Reason To Believe', 'Rod Stewart']",Rod Stewart,Maggie May/Reason To Believe,1,0
2301,1971-10-09,"['Go Away Little Girl', 'Donny Osmond']",Donny Osmond,Go Away Little Girl,2,0
2302,1971-10-09,"['Superstar/Bless The Beasts And Children', 'Carpenters']",Carpenters,Superstar/Bless The Beasts And Children,3,0
2303,1971-10-09,"['The Night They Drove Old Dixie Down', 'Joan Baez']",Joan Baez,The Night They Drove Old Dixie Down,4,0
2304,1971-10-09,"['Yo-Yo', 'The Osmonds']",The Osmonds,Yo-Yo,5,0
2305,1971-10-09,"['Do You Know What I Mean', 'Lee Michaels']",Lee Michaels,Do You Know What I Mean,6,0
2306,1971-10-09,"['Uncle Albert/Admiral Halsey', 'Paul & Linda McCartney']",Paul & Linda McCartney,Uncle Albert/Admiral Halsey,7,0
2307,1971-10-09,"[""Ain't No Sunshine"", 'Bill Withers']",Bill Withers,Ain't No Sunshine,8,0
2308,1971-10-09,"['If You Really Love Me', 'Stevie Wonder']",Stevie Wonder,If You Really Love Me,9,0
2309,1971-10-09,"['Sweet City Woman', 'Stampeders']",Stampeders,Sweet City Woman,10,0
2310,1971-10-09,"['Smiling Faces Sometimes', 'The Undisputed Truth']",The Undisputed Truth,Smiling Faces Sometimes,11,0
2311,1971-10-09,"['Spanish Harlem', 'Aretha Franklin']",Aretha Franklin,Spanish Harlem,12,0
2312,1971-10-09,"['Tired Of Being Alone', 'Al Green']",Al Green,Tired Of Being Alone,13,0
2313,1971-10-09,"['So Far Away/Smackwater Jack', 'Carole King']",Carole King,So Far Away/Smackwater Jack,14,0
2314,1971-10-09,"['Stick-Up', 'The Honey Cone']",The Honey Cone,Stick-Up,15,0
2315,1971-10-09,"['I Woke Up In Love This Morning', 'The Partridge Family Starring Shirley Jones Featuring David Cassidy']",The Partridge Family Starring Shirley Jones Featuring David Cassidy,I Woke Up In Love This Morning,16,0
2316,1971-10-09,"[""I've Found Someone Of My Own"", 'The Free Movement']",The Free Movement,I've Found Someone Of My Own,17,0
2317,1971-10-09,"['Trapped By A Thing Called Love', 'Denise LaSalle']",Denise LaSalle,Trapped By A Thing Called Love,18,0
2318,1971-10-09,"['Rain Dance', 'The Guess Who']",The Guess Who,Rain Dance,19,0
2319,1971-10-09,"['Chirpy Chirpy Cheep Cheep', 'Mac And Katie Kissoon']",Mac And Katie Kissoon,Chirpy Chirpy Cheep Cheep,20,0
2320,1971-10-09,"['Thin Line Between Love & Hate', 'The Persuaders']",The Persuaders,Thin Line Between Love & Hate,21,0
2321,1971-10-09,"['Make It Funky (Part 1)', 'James Brown']",James Brown,Make It Funky (Part 1),22,0
2322,1971-10-09,"['The Story In Your Eyes', 'The Moody Blues']",The Moody Blues,The Story In Your Eyes,23,0
2323,1971-10-09,"['Whatcha See Is Whatcha Get', 'The Dramatics']",The Dramatics,Whatcha See Is Whatcha Get,24,0
2324,1971-10-09,"['Wedding Song (There Is Love)', 'Paul Stookey']",Paul Stookey,Wedding Song (There Is Love),25,0
2325,1971-10-09,"['I Just Want To Celebrate', 'Rare Earth']",Rare Earth,I Just Want To Celebrate,26,0
2326,1971-10-09,"[""Loving Her Was Easier (Than Anything I'll Ever Do Again)"", 'Kris Kristofferson']",Kris Kristofferson,Loving Her Was Easier (Than Anything I'll Ever Do Again),27,0
2327,1971-10-09,"['Gypsys, Tramps & Thieves', 'Cher']",Cher,Gypsy,28,1
2328,1971-10-09,"['Birds Of A Feather', 'The Raiders']",The Raiders,Birds Of A Feather,29,0
2329,1971-10-09,"['Never My Love', 'The 5th Dimension']",The 5th Dimension,Never My Love,30,0
2330,1971-10-09,"['Stagger Lee', 'Tommy Roe']",Tommy Roe,Stagger Lee,31,0
2331,1971-10-09,"['The Love We Had (Stays On My Mind)', 'The Dells']",The Dells,The Love We Had (Stays On My Mind),32,0
2332,1971-10-09,"[""Won't Get Fooled Again"", 'The Who']",The Who,Won't Get Fooled Again,33,0
2333,1971-10-09,"['Peace Train', 'Cat Stevens']",Cat Stevens,Peace Train,34,0
2334,1971-10-09,"['Easy Loving', 'Freddie Hart']",Freddie Hart,Easy Loving,35,0
2335,1971-10-09,"['One Fine Morning', 'Lighthouse']",Lighthouse,One Fine Morning,36,0
2336,1971-10-09,"['Saturday Morning Confusion', 'Bobby Russell']",Bobby Russell,Saturday Morning Confusion,37,0
2337,1971-10-09,"['MacArthur Park (Part II)', 'Four Tops']",Four Tops,MacArthur Park (Part II),38,0
2338,1971-10-09,"['The Breakdown (Part I)', 'Rufus Thomas']",Rufus Thomas,The Breakdown (Part I),39,0
2339,1971-10-09,"['Only You Know And I Know', 'Delaney & Bonnie']",Delaney & Bonnie,Only You Know And I Know,40,0
2340,1971-10-09,"[""Women's Love Rights"", 'Laura Lee']",Laura Lee,Women's Love Rights,41,0
2341,1971-10-09,"['All Day Music', 'War']",War,All Day Music,42,0
2342,1971-10-09,"[""I Ain't Got Time Anymore"", 'The Glass Bottle']",The Glass Bottle,I Ain't Got Time Anymore,43,0
2343,1971-10-09,"[""I'm Comin' Home"", 'Tommy James']",Tommy James,I'm Comin' Home,44,0
