,Date,Data,Artist,Title,Rank,Note
47,1970-01-03,"[""Don't Let Him Take Your Love From Me"", 'Four Tops']",Four Tops,Don't Let Him Take Your Love From Me,48,0
48,1970-01-03,"[""Sunday Mornin'"", 'Oliver']",Oliver,Sunday Mornin',49,0
49,1970-01-03,"[""Let's Work Together (Part 1)"", 'Wilbert Harrison']",Wilbert Harrison,Let's Work Together (Part 1),50,0
50,1970-01-03,"['Baby Take Me In Your Arms', 'Jefferson']",Jefferson,Baby Take Me In Your Arms,51,0
51,1970-01-03,"['What You Gave Me', 'Marvin Gaye & Tammi Terrell']",Marvin Gaye & Tammi Terrell,What You Gave Me,52,0
52,1970-01-03,"['No Time', 'The Guess Who']",The Guess Who,No Time,53,0
53,1970-01-03,"['Walk A Mile In My Shoes', 'Joe South and The Believers']",Joe South and The Believers,Walk A Mile In My Shoes,54,0
54,1970-01-03,"['When Julie Comes Around', 'The Cuff Links']",The Cuff Links,When Julie Comes Around,55,0
55,1970-01-03,"['Let A Man Come In And Do The Popcorn (Part Two)', 'James Brown']",James Brown,Let A Man Come In And Do The Popcorn (Part Two),56,0
56,1970-01-03,"['Hey There Lonely Girl', 'Eddie Holman']",Eddie Holman,Hey There Lonely Girl,57,0
57,1970-01-03,"[""Tonight I'll Say A Prayer"", 'Eydie Gorme']",Eydie Gorme,Tonight I'll Say A Prayer,58,0
58,1970-01-03,"['Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star', 'Sly & The Family Stone']",Sly & The Family Stone,Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,59,0
59,1970-01-03,"[""I'll Hold Out My Hand"", 'The Clique']",The Clique,I'll Hold Out My Hand,60,0
60,1970-01-03,"['One Tin Soldier', 'The Original Caste']",The Original Caste,One Tin Soldier,61,0
61,1970-01-03,"[""I'm So Glad I Fell For You"", 'David Ruffin']",David Ruffin,I'm So Glad I Fell For You,62,0
62,1970-01-03,"['Kozmic Blues', 'Janis Joplin']",Janis Joplin,Kozmic Blues,63,0
63,1970-01-03,"['Monster', 'Steppenwolf']",Steppenwolf,Monster,64,0
64,1970-01-03,"['You Got To Pay The Price', 'Gloria Taylor']",Gloria Taylor,You Got To Pay The Price,65,0
65,1970-01-03,"['Traces/Memories Medley', 'The Lettermen']",The Lettermen,Traces/Memories Medley,66,0
66,1970-01-03,"['Love Bones', 'Johnnie Taylor']",Johnnie Taylor,Love Bones,67,0
67,1970-01-03,"['She Lets Her Hair Down (Early In The Morning)', 'The Tokens']",The Tokens,She Lets Her Hair Down (Early In The Morning),68,0
68,1970-01-03,"['Turn! Turn! Turn!/To Everything There Is A Season', 'Judy Collins']",Judy Collins,Turn! Turn! Turn!/To Everything There Is A Season,69,0
69,1970-01-03,"[""Can't Take My Eyes Off You"", 'Nancy Wilson']",Nancy Wilson,Can't Take My Eyes Off You,70,0
70,1970-01-03,"['Midnight', 'Dennis Yost And The Classics IV']",Dennis Yost And The Classics IV,Midnight,71,0
71,1970-01-03,"['Look-Ka Py Py', 'The Meters']",The Meters,Look-Ka Py Py,72,0
72,1970-01-03,"['Are You Getting Any Sunshine?', 'Lou Christie']",Lou Christie,Are You Getting Any Sunshine?,73,0
73,1970-01-03,"['I Love You', 'Otis Leavill']",Otis Leavill,I Love You,74,0
74,1970-01-03,"['Bold Soul Sister', 'Ike & Tina Turner']",Ike & Tina Turner,Bold Soul Sister,75,0
75,1970-01-03,"[""Oh Me Oh My (I'm A Fool For You Baby)"", 'Lulu']",Lulu,Oh Me Oh My (I'm A Fool For You Baby),76,0
76,1970-01-03,"['Blowing Away', 'The 5th Dimension']",The 5th Dimension,Blowing Away,77,0
77,1970-01-03,"['Volunteers', 'Jefferson Airplane']",Jefferson Airplane,Volunteers,78,0
78,1970-01-03,"[""Is It Because I'm Black"", 'Syl Johnson']",Syl Johnson,Is It Because I'm Black,79,0
79,1970-01-03,"['Together', 'The Illusion']",The Illusion,Together,80,0
80,1970-01-03,"['Hold On', 'The Rascals']",The Rascals,Hold On,81,0
81,1970-01-03,"['Six White Horses', 'Tommy Cash']",Tommy Cash,Six White Horses,82,0
82,1970-01-03,"['Come Saturday Morning', 'The Sandpipers']",The Sandpipers,Come Saturday Morning,83,0
83,1970-01-03,"['To Be Young, Gifted And Black', 'Nina Simone']",Nina Simone,To Be Youn,84,1
84,1970-01-03,"[""Groovin' (Out On Life)"", 'The Newbeats']",The Newbeats,Groovin' (Out On Life),85,0
85,1970-01-03,"[""I'm Gonna Love You"", 'The Intrigues']",The Intrigues,I'm Gonna Love You,86,0
86,1970-01-03,"['Jennifer Tomkins', 'Street People']",Street People,Jennifer Tomkins,87,0
87,1970-01-03,"[""He Ain't Heavy, He's My Brother"", 'The Hollies']",The Hollies,He Ain't Heav,88,1
88,1970-01-03,"[""Won't Find Better (Than Me)"", 'The New Hope']",The New Hope,Won't Find Better (Than Me),89,0
89,1970-01-03,"['A World Without Music', 'Archie Bell & The Drells']",Archie Bell & The Drells,A World Without Music,90,0
90,1970-01-03,"['I Started Loving You Again', 'Al Martino']",Al Martino,I Started Loving You Again,91,0
91,1970-01-03,"['The Thrill Is Gone', 'B.B. King']",B.B. King,The Thrill Is Gone,92,0
92,1970-01-03,"['She Lets Her Hair Down (Early In The Morning)', 'Gene Pitney']",Gene Pitney,She Lets Her Hair Down (Early In The Morning),93,0
93,1970-01-03,"['Theme Music For The Film ""2001"" A Space Odyssey from Also Sprach Zarathustr', 'Berlin Philharmonic']",Berlin Philharmonic,"Theme Music For The Film ""2001"" A Space Odyssey from Also Sprach Zarathustr",94,0
94,1970-01-03,"['Theme From Electric Surfboard', 'Brother Jack McDuff']",Brother Jack McDuff,Theme From Electric Surfboard,95,0
95,1970-01-03,"['Want You To Know', 'Rotary Connection']",Rotary Connection,Want You To Know,96,0
96,1970-01-03,"[""I'm Just A Prisoner (Of Your Good Lovin')"", 'Candi Staton']",Candi Staton,I'm Just A Prisoner (Of Your Good Lovin'),97,0
97,1970-01-03,"['The Gangs Back Again', 'Kool & The Gang']",Kool & The Gang,The Gangs Back Again,98,0
98,1970-01-03,"['Guess Who', 'Ruby Winters']",Ruby Winters,Guess Who,99,0
99,1970-01-03,"['Moon Walk Part 1', 'Joe Simon']",Joe Simon,Moon Walk Part 1,100,0
100,1970-01-31,"['I Want You Back', 'Jackson 5']",Jackson 5,I Want You Back,1,0
101,1970-01-31,"['Venus', 'The Shocking Blue']",The Shocking Blue,Venus,2,0
102,1970-01-31,"[""Raindrops Keep Fallin' On My Head"", 'B.J. Thomas']",B.J. Thomas,Raindrops Keep Fallin' On My Head,3,0
103,1970-01-31,"['Whole Lotta Love', 'Led Zeppelin']",Led Zeppelin,Whole Lotta Love,4,0
104,1970-01-31,"['Without Love (There Is Nothing)', 'Tom Jones']",Tom Jones,Without Love (There Is Nothing),5,0
105,1970-01-31,"[""Don't Cry Daddy/Rubberneckin'"", 'Elvis Presley']",Elvis Presley,Don't Cry Daddy/Rubberneckin',6,0
106,1970-01-31,"[""I'll Never Fall In Love Again"", 'Dionne Warwick']",Dionne Warwick,I'll Never Fall In Love Again,7,0
107,1970-01-31,"['Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star', 'Sly & The Family Stone']",Sly & The Family Stone,Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,8,0
108,1970-01-31,"[""Someday We'll Be Together"", 'Diana Ross & The Supremes']",Diana Ross & The Supremes,Someday We'll Be Together,9,0
109,1970-01-31,"['Leaving On A Jet Plane', 'Peter, Paul & Mary']",aul & Mary,Leaving On A Jet Plane,10,1
110,1970-01-31,"['Jingle Jangle', 'The Archies']",The Archies,Jingle Jangle,11,0
111,1970-01-31,"['Early In The Morning', 'Vanity Fare']",Vanity Fare,Early In The Morning,12,0
112,1970-01-31,"['Hey There Lonely Girl', 'Eddie Holman']",Eddie Holman,Hey There Lonely Girl,13,0
113,1970-01-31,"['Arizona', 'Mark Lindsay']",Mark Lindsay,Arizona,14,0
114,1970-01-31,"['Jam Up Jelly Tight', 'Tommy Roe']",Tommy Roe,Jam Up Jelly Tight,15,0
115,1970-01-31,"['Winter World Of Love', 'Engelbert Humperdinck']",Engelbert Humperdinck,Winter World Of Love,16,0
116,1970-01-31,"['No Time', 'The Guess Who']",The Guess Who,No Time,17,0
117,1970-01-31,"['Midnight Cowboy', 'Ferrante & Teicher']",Ferrante & Teicher,Midnight Cowboy,18,0
118,1970-01-31,"['Walk A Mile In My Shoes', 'Joe South and The Believers']",Joe South and The Believers,Walk A Mile In My Shoes,19,0
119,1970-01-31,"[""Walkin' In The Rain"", 'Jay & The Americans']",Jay & The Americans,Walkin' In The Rain,20,0
120,1970-01-31,"['Psychedelic Shack', 'The Temptations']",The Temptations,Psychedelic Shack,21,0
121,1970-01-31,"['Blowing Away', 'The 5th Dimension']",The 5th Dimension,Blowing Away,22,0
122,1970-01-31,"['La La La (If I Had You)', 'Bobby Sherman']",Bobby Sherman,La La La (If I Had You),23,0
123,1970-01-31,"['Na Na Hey Hey Kiss Him Goodbye', 'Steam']",Steam,Na Na Hey Hey Kiss Him Goodbye,24,0
124,1970-01-31,"['Baby Take Me In Your Arms', 'Jefferson']",Jefferson,Baby Take Me In Your Arms,25,0
125,1970-01-31,"['Wonderful World, Beautiful People', 'Jimmy Cliff']",Jimmy Cliff,Wonderful Worl,26,1
126,1970-01-31,"['Holly Holy', 'Neil Diamond']",Neil Diamond,Holly Holy,27,0
127,1970-01-31,"['Down On The Corner/Fortunate Son', 'Creedence Clearwater Revival']",Creedence Clearwater Revival,Down On The Corner/Fortunate Son,28,0
128,1970-01-31,"['Come Together/Something', 'The Beatles']",The Beatles,Come Together/Something,29,0
129,1970-01-31,"['Honey Come Back', 'Glen Campbell']",Glen Campbell,Honey Come Back,30,0
130,1970-01-31,"['She Came In Through The Bathroom Window', 'Joe Cocker']",Joe Cocker,She Came In Through The Bathroom Window,31,0
131,1970-01-31,"['The Thrill Is Gone', 'B.B. King']",B.B. King,The Thrill Is Gone,32,0
132,1970-01-31,"['She', 'Tommy James And The Shondells']",Tommy James And The Shondells,She,33,0
133,1970-01-31,"[""Rainy Night In Georgia/Rubberneckin'"", 'Brook Benton']",Brook Benton,Rainy Night In Georgia/Rubberneckin',34,0
134,1970-01-31,"[""Evil Woman Don't Play Your Games With Me"", 'CROW']",CROW,Evil Woman Don't Play Your Games With Me,35,0
135,1970-01-31,"[""Let's Work Together (Part 1)"", 'Wilbert Harrison']",Wilbert Harrison,Let's Work Together (Part 1),36,0
136,1970-01-31,"['She Belongs To Me', 'Rick Nelson']",Rick Nelson,She Belongs To Me,37,0
137,1970-01-31,"[""Ain't It Funky Now (Part 1)"", 'James Brown']",James Brown,Ain't It Funky Now (Part 1),38,0
138,1970-01-31,"['Fancy', 'Bobbie Gentry']",Bobbie Gentry,Fancy,39,0
139,1970-01-31,"['Let A Man Come In And Do The Popcorn (Part Two)', 'James Brown']",James Brown,Let A Man Come In And Do The Popcorn (Part Two),40,0
140,1970-01-31,"['When Julie Comes Around', 'The Cuff Links']",The Cuff Links,When Julie Comes Around,41,0
141,1970-01-31,"[""How Can I Forget/Gonna Give Her All The Love I've Got"", 'Marvin Gaye']",Marvin Gaye,How Can I Forget/Gonna Give Her All The Love I've Got,42,0
142,1970-01-31,"['Monster', 'Steppenwolf']",Steppenwolf,Monster,43,0
143,1970-01-31,"['Cupid', 'Johnny Nash']",Johnny Nash,Cupid,44,0
144,1970-01-31,"[""Didn't I (Blow Your Mind This Time)"", 'The Delfonics']",The Delfonics,Didn't I (Blow Your Mind This Time),45,0
145,1970-01-31,"['Cold Turkey', 'Plastic Ono Band']",Plastic Ono Band,Cold Turkey,46,0
146,1970-01-31,"['Traces/Memories Medley', 'The Lettermen']",The Lettermen,Traces/Memories Medley,47,0
147,1970-01-31,"['One Tin Soldier', 'The Original Caste']",The Original Caste,One Tin Soldier,48,0
148,1970-01-31,"['Love Bones', 'Johnnie Taylor']",Johnnie Taylor,Love Bones,49,0
149,1970-01-31,"[""Travelin' Band/Who'll Stop The Rain"", 'Creedence Clearwater Revival']",Creedence Clearwater Revival,Travelin' Band/Who'll Stop The Rain,50,0
150,1970-01-31,"[""Tonight I'll Say A Prayer"", 'Eydie Gorme']",Eydie Gorme,Tonight I'll Say A Prayer,51,0
151,1970-01-31,"[""Oh Me Oh My (I'm A Fool For You Baby)"", 'Lulu']",Lulu,Oh Me Oh My (I'm A Fool For You Baby),52,0
152,1970-01-31,"['Hold On', 'The Rascals']",The Rascals,Hold On,53,0
153,1970-01-31,"['Breaking Up Is Hard To Do', 'Lenny Welch']",Lenny Welch,Breaking Up Is Hard To Do,54,0
154,1970-01-31,"['Point It Out', 'Smokey Robinson & The Miracles']",Smokey Robinson & The Miracles,Point It Out,55,0
155,1970-01-31,"['Look-Ka Py Py', 'The Meters']",The Meters,Look-Ka Py Py,56,0
156,1970-01-31,"[""He Ain't Heavy, He's My Brother"", 'The Hollies']",The Hollies,He Ain't Heav,57,1
157,1970-01-31,"['Up On Cripple Creek', 'The Band']",The Band,Up On Cripple Creek,58,0
158,1970-01-31,"['Bold Soul Sister', 'Ike & Tina Turner']",Ike & Tina Turner,Bold Soul Sister,59,0
159,1970-01-31,"['Give Me Just A Little More Time', 'Chairman Of The Board']",Chairman Of The Board,Give Me Just A Little More Time,60,0
160,1970-01-31,"['Evil Ways', 'Santana']",Santana,Evil Ways,61,0
161,1970-01-31,"['Moon Walk Part 1', 'Joe Simon']",Joe Simon,Moon Walk Part 1,62,0
162,1970-01-31,"['The Touch Of You', 'Brenda & The Tabulations']",Brenda & The Tabulations,The Touch Of You,63,0
163,1970-01-31,"['My Honey And Me', 'Luther Ingram']",Luther Ingram,My Honey And Me,64,0
164,1970-01-31,"[""I'm Just A Prisoner (Of Your Good Lovin')"", 'Candi Staton']",Candi Staton,I'm Just A Prisoner (Of Your Good Lovin'),65,0
165,1970-01-31,"['Jennifer Tomkins', 'Street People']",Street People,Jennifer Tomkins,66,0
166,1970-01-31,"['If I Were A Carpenter', 'Johnny Cash & June Carter']",Johnny Cash & June Carter,If I Were A Carpenter,67,0
167,1970-01-31,"['Okie From Muskogee', 'Merle Haggard And The Strangers']",Merle Haggard And The Strangers,Okie From Muskogee,68,0
168,1970-01-31,"[""Won't Find Better (Than Me)"", 'The New Hope']",The New Hope,Won't Find Better (Than Me),69,0
169,1970-01-31,"[""I'm So Glad I Fell For You"", 'David Ruffin']",David Ruffin,I'm So Glad I Fell For You,70,0
170,1970-01-31,"['Ma Belle Amie', 'The Tee Set']",The Tee Set,Ma Belle Amie,71,0
171,1970-01-31,"[""Got To See If I Can't Get Mommy (To Come Back Home)"", 'Jerry Butler']",Jerry Butler,Got To See If I Can't Get Mommy (To Come Back Home),72,0
172,1970-01-31,"['Always Something There To Remind Me', 'R.B. Greaves']",R.B. Greaves,Always Something There To Remind Me,73,0
173,1970-01-31,"['How Can I Tell My Mom & Dad', 'The Lovelites']",The Lovelites,How Can I Tell My Mom & Dad,74,0
174,1970-01-31,"['If Walls Could Talk', 'Little Milton']",Little Milton,If Walls Could Talk,75,0
175,1970-01-31,"[""Hello It's Me"", 'Nazz']",Nazz,Hello It's Me,76,0
176,1970-01-31,"['Oh What A Day', 'The Dells']",The Dells,Oh What A Day,77,0
177,1970-01-31,"['Barbara, I Love You', 'New Colony Six']",New Colony Six,Barbar,78,1
178,1970-01-31,"['The Rapper', 'The Jaggerz']",The Jaggerz,The Rapper,79,0
179,1970-01-31,"[""I've Gotta Make You Love Me"", 'Steam']",Steam,I've Gotta Make You Love Me,80,0
180,1970-01-31,"['Oh Well - Pt. I', 'Fleetwood Mac']",Fleetwood Mac,Oh Well - Pt. I,81,0
181,1970-01-31,"['New World Coming', 'Mama Cass Elliot']",Mama Cass Elliot,New World Coming,82,0
182,1970-01-31,"['Down In The Alley', 'Ronnie Hawkins']",Ronnie Hawkins,Down In The Alley,83,0
183,1970-01-31,"['Mornin Mornin', 'Bobby Goldsboro']",Bobby Goldsboro,Mornin Mornin,84,0
184,1970-01-31,"['Compared To What', 'Les McCann & Eddie Harris']",Les McCann & Eddie Harris,Compared To What,85,0
185,1970-01-31,"['Country Preacher', 'Cannonball Adderley']",Cannonball Adderley,Country Preacher,86,0
186,1970-01-31,"['You Got Me Hummin', 'Cold Blood']",Cold Blood,You Got Me Hummin,87,0
187,1970-01-31,"['Shades Of Green', 'The Flaming Ember']",The Flaming Ember,Shades Of Green,88,0
188,1970-01-31,"['Come Saturday Morning', 'The Sandpipers']",The Sandpipers,Come Saturday Morning,89,0
189,1970-01-31,"[""It's Just A Matter Of Time"", 'Sonny James']",Sonny James,It's Just A Matter Of Time,90,0
190,1970-01-31,"['If I Never Knew Your Name', 'Vic Dana']",Vic Dana,If I Never Knew Your Name,91,0
191,1970-01-31,"[""Je T'Aime...Moi Non Plus"", 'Jane Birkin Serge Gainsbourg']",Jane Birkin Serge Gainsbourg,Je T'Aime...Moi Non Plus,92,0
192,1970-01-31,"['Welfare Cadilac', 'Guy Drake']",Guy Drake,Welfare Cadilac,93,0
193,1970-01-31,"['The Ghetto-Part 1', 'Donny Hathaway']",Donny Hathaway,The Ghetto-Part 1,94,0
194,1970-01-31,"[""Then She's A Lover"", 'Roy Clark']",Roy Clark,Then She's A Lover,95,0
195,1970-01-31,"['The Court Of The Crimson King - Part 1', 'King Crimson']",King Crimson,The Court Of The Crimson King - Part 1,96,0
196,1970-01-31,"['Victoria', 'The Kinks']",The Kinks,Victoria,97,0
197,1970-01-31,"['Save The Country', 'Thelma Houston']",Thelma Houston,Save The Country,98,0
198,1970-01-31,"['Superstar', 'Murray Head With The Trinidad Singers']",Murray Head With The Trinidad Singers,Superstar,99,0
199,1970-01-31,"[""I'll See Him Through"", 'Tammy Wynette']",Tammy Wynette,I'll See Him Through,100,0
200,1970-02-28,"['Bridge Over Troubled Water', 'Simon & Garfunkel']",Simon & Garfunkel,Bridge Over Troubled Water,1,0
201,1970-02-28,"['Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star', 'Sly & The Family Stone']",Sly & The Family Stone,Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,2,0
202,1970-02-28,"[""Travelin' Band/Who'll Stop The Rain"", 'Creedence Clearwater Revival']",Creedence Clearwater Revival,Travelin' Band/Who'll Stop The Rain,3,0
203,1970-02-28,"['Hey There Lonely Girl', 'Eddie Holman']",Eddie Holman,Hey There Lonely Girl,4,0
204,1970-02-28,"['No Time', 'The Guess Who']",The Guess Who,No Time,5,0
205,1970-02-28,"['Ma Belle Amie', 'The Tee Set']",The Tee Set,Ma Belle Amie,6,0
206,1970-02-28,"['Psychedelic Shack', 'The Temptations']",The Temptations,Psychedelic Shack,7,0
207,1970-02-28,"[""Raindrops Keep Fallin' On My Head"", 'B.J. Thomas']",B.J. Thomas,Raindrops Keep Fallin' On My Head,8,0
208,1970-02-28,"[""Rainy Night In Georgia/Rubberneckin'"", 'Brook Benton']",Brook Benton,Rainy Night In Georgia/Rubberneckin',9,0
209,1970-02-28,"['Venus', 'The Shocking Blue']",The Shocking Blue,Venus,10,0
210,1970-02-28,"['The Rapper', 'The Jaggerz']",The Jaggerz,The Rapper,11,0
211,1970-02-28,"['Walk A Mile In My Shoes', 'Joe South and The Believers']",Joe South and The Believers,Walk A Mile In My Shoes,12,0
212,1970-02-28,"['I Want You Back', 'Jackson 5']",Jackson 5,I Want You Back,13,0
213,1970-02-28,"['Arizona', 'Mark Lindsay']",Mark Lindsay,Arizona,14,0
214,1970-02-28,"['The Thrill Is Gone', 'B.B. King']",B.B. King,The Thrill Is Gone,15,0
215,1970-02-28,"['Give Me Just A Little More Time', 'Chairman Of The Board']",Chairman Of The Board,Give Me Just A Little More Time,16,0
216,1970-02-28,"[""He Ain't Heavy, He's My Brother"", 'The Hollies']",The Hollies,He Ain't Heav,17,1
217,1970-02-28,"[""Didn't I (Blow Your Mind This Time)"", 'The Delfonics']",The Delfonics,Didn't I (Blow Your Mind This Time),18,0
218,1970-02-28,"['Honey Come Back', 'Glen Campbell']",Glen Campbell,Honey Come Back,19,0
219,1970-02-28,"[""I'll Never Fall In Love Again"", 'Dionne Warwick']",Dionne Warwick,I'll Never Fall In Love Again,20,0
220,1970-02-28,"['Without Love (There Is Nothing)', 'Tom Jones']",Tom Jones,Without Love (There Is Nothing),21,0
221,1970-02-28,"['Evil Ways', 'Santana']",Santana,Evil Ways,22,0
222,1970-02-28,"[""Oh Me Oh My (I'm A Fool For You Baby)"", 'Lulu']",Lulu,Oh Me Oh My (I'm A Fool For You Baby),23,0
223,1970-02-28,"['Call Me/Son Of A Preacher Man', 'Aretha Franklin']",Aretha Franklin,Call Me/Son Of A Preacher Man,24,0
224,1970-02-28,"['House Of The Rising Sun', 'Frijid Pink']",Frijid Pink,House Of The Rising Sun,25,0
225,1970-02-28,"['Kentucky Rain', 'Elvis Presley']",Elvis Presley,Kentucky Rain,26,0
226,1970-02-28,"['Always Something There To Remind Me', 'R.B. Greaves']",R.B. Greaves,Always Something There To Remind Me,27,0
227,1970-02-28,"['Love Grows (Where My Rosemary Goes)', 'Edison Lighthouse']",Edison Lighthouse,Love Grows (Where My Rosemary Goes),28,0
228,1970-02-28,"['Blowing Away', 'The 5th Dimension']",The 5th Dimension,Blowing Away,29,0
229,1970-02-28,"['Never Had A Dream Come True', 'Stevie Wonder']",Stevie Wonder,Never Had A Dream Come True,30,0
230,1970-02-28,"['Gotta Hold On To This Feeling', 'Jr. Walker & The All Stars']",Jr. Walker & The All Stars,Gotta Hold On To This Feeling,31,0
231,1970-02-28,"[""Walkin' In The Rain"", 'Jay & The Americans']",Jay & The Americans,Walkin' In The Rain,32,0
232,1970-02-28,"['Baby Take Me In Your Arms', 'Jefferson']",Jefferson,Baby Take Me In Your Arms,33,0
233,1970-02-28,"['Breaking Up Is Hard To Do', 'Lenny Welch']",Lenny Welch,Breaking Up Is Hard To Do,34,0
234,1970-02-28,"['Do The Funky Chicken', 'Rufus Thomas']",Rufus Thomas,Do The Funky Chicken,35,0
235,1970-02-28,"['If I Were A Carpenter', 'Johnny Cash & June Carter']",Johnny Cash & June Carter,If I Were A Carpenter,36,0
236,1970-02-28,"['Whole Lotta Love', 'Led Zeppelin']",Led Zeppelin,Whole Lotta Love,37,0
237,1970-02-28,"['Easy Come, Easy Go', 'Bobby Sherman']",Bobby Sherman,Easy Com,38,1
