,Date,Data,Artist,Title,Rank,Note
147,1960-02-01,"[""Sweet Nothin's"", 'Brenda Lee']",Brenda Lee,Sweet Nothin's,48,0
148,1960-02-01,"['Talk That Talk', 'Jackie Wilson']",Jackie Wilson,Talk That Talk,49,0
149,1960-02-01,"['Why Do I Love You So', 'Johnny Tillotson']",Johnny Tillotson,Why Do I Love You So,50,0
150,1960-02-01,"['Darling Lorraine', 'The Knockouts']",The Knockouts,Darling Lorraine,51,0
151,1960-02-01,"['Harlem Nocturne', 'The Viscounts']",The Viscounts,Harlem Nocturne,52,0
152,1960-02-01,"['Just Come Home', 'Hugo & Luigi']",Hugo & Luigi,Just Come Home,53,0
153,1960-02-01,"['No Love Have I', 'Webb Pierce']",Webb Pierce,No Love Have I,54,0
154,1960-02-01,"['Crazy Arms', 'Bob Beckham']",Bob Beckham,Crazy Arms,55,0
155,1960-02-01,"['A Year Ago Tonight', 'The Crests']",The Crests,A Year Ago Tonight,56,0
156,1960-02-01,"['What About Us', 'The Coasters']",The Coasters,What About Us,57,0
157,1960-02-01,"['Midnite Special', 'Paul Evans']",Paul Evans,Midnite Special,58,0
158,1960-02-01,"[""Let's Try Again"", 'Clyde McPhatter']",Clyde McPhatter,Let's Try Again,59,0
159,1960-02-01,"['Harbor Lights', 'The Platters']",The Platters,Harbor Lights,60,0
160,1960-02-01,"['Country Boy', 'Fats Domino']",Fats Domino,Country Boy,61,0
161,1960-02-01,"[""I Don't Know What It Is"", 'The Bluenotes']",The Bluenotes,I Don't Know What It Is,62,0
162,1960-02-01,"[""Mary Don't You Weep"", 'Stonewall Jackson']",Stonewall Jackson,Mary Don't You Weep,63,0
163,1960-02-01,"['Amapola', 'Jacky Noguez And His Orchestra']",Jacky Noguez And His Orchestra,Amapola,64,0
164,1960-02-01,"['Honey Hush', 'Joe Turner']",Joe Turner,Honey Hush,65,0
165,1960-02-01,"['I Wanna Be Loved', 'Ricky Nelson']",Ricky Nelson,I Wanna Be Loved,66,0
166,1960-02-01,"[""Baby (You've Got What It Takes)"", 'Dinah Washington & Brook Benton']",Dinah Washington & Brook Benton,Baby (You've Got What It Takes),67,0
167,1960-02-01,"['We Got Love', 'Bobby Rydell']",Bobby Rydell,We Got Love,68,0
168,1960-02-01,"['Oh! Carol', 'Neil Sedaka']",Neil Sedaka,Oh! Carol,69,0
169,1960-02-01,"['China Doll', 'The Ames Brothers']",The Ames Brothers,China Doll,70,0
170,1960-02-01,"['Lady Luck', 'Lloyd Price and His Orchestra']",Lloyd Price and His Orchestra,Lady Luck,71,0
171,1960-02-01,"['Wild One', 'Bobby Rydell']",Bobby Rydell,Wild One,72,0
172,1960-02-01,"['Tell Her For Me', 'Adam Wade']",Adam Wade,Tell Her For Me,73,0
173,1960-02-01,"['On The Beach', 'Frank Chacksfield And His Orch.']",Frank Chacksfield And His Orch.,On The Beach,74,0
174,1960-02-01,"['Up Town', 'Roy Orbison']",Roy Orbison,Up Town,75,0
175,1960-02-01,"['Scarlet Ribbons (For Her Hair)', 'The Browns']",The Browns,Scarlet Ribbons (For Her Hair),76,0
176,1960-02-01,"['The Happy Muleteer', 'Ivo Robic']",Ivo Robic,The Happy Muleteer,77,0
177,1960-02-01,"['So Many Ways', 'Brook Benton']",Brook Benton,So Many Ways,78,0
178,1960-02-01,"['Skokiaan (South African Song)', 'Bill Haley And His Comets']",Bill Haley And His Comets,Skokiaan (South African Song),79,0
179,1960-02-01,"[""I Forgot More Than You'll Ever Know"", 'Sonny James']",Sonny James,I Forgot More Than You'll Ever Know,80,0
180,1960-02-01,"['Let It Rock', 'Chuck Berry']",Chuck Berry,Let It Rock,81,0
181,1960-02-01,"['One Mint Julep', 'Chet Atkins']",Chet Atkins,One Mint Julep,82,0
182,1960-02-01,"['Time And The River', 'Nat King Cole']",Nat King Cole,Time And The River,83,0
183,1960-02-01,"['My Little Marine', 'Jamie Horton']",Jamie Horton,My Little Marine,84,0
184,1960-02-01,"['That Old Feeling', 'Kitty Kallen']",Kitty Kallen,That Old Feeling,85,0
185,1960-02-01,"['Little Bitty Girl', 'Bobby Rydell']",Bobby Rydell,Little Bitty Girl,86,0
186,1960-02-01,"['Time After Time', 'Frankie Ford']",Frankie Ford,Time After Time,87,0
187,1960-02-01,"['Secret Of Love', 'Elton Anderson With Sid Lawrence Combo']",Elton Anderson With Sid Lawrence Combo,Secret Of Love,88,0
188,1960-02-01,"['Sixteen Reasons', 'Connie Stevens']",Connie Stevens,Sixteen Reasons,89,0
189,1960-02-01,"[""I Can't Say Goodbye"", 'The Fireflies Featuring Ritchie Adams']",The Fireflies Featuring Ritchie Adams,I Can't Say Goodbye,90,0
190,1960-02-01,"['Believe Me', 'Royal Teens']",Royal Teens,Believe Me,91,0
191,1960-02-01,"['(There Was A) Tall Oak Tree', 'Dorsey Burnette']",Dorsey Burnette,(There Was A) Tall Oak Tree,92,0
192,1960-02-01,"['Since I Made You Cry', 'The Rivieras']",The Rivieras,Since I Made You Cry,93,0
193,1960-02-01,"[""I'll Take Care Of You"", 'Bobby Bland']",Bobby Bland,I'll Take Care Of You,94,0
194,1960-02-01,"[""Money (That's what I want)"", 'Barrett Strong']",Barrett Strong,Money (That's what I want),95,0
195,1960-02-01,"['Peace Of Mind', 'Teresa Brewer']",Teresa Brewer,Peace Of Mind,96,0
196,1960-02-01,"['Fannie Mae', 'Buster Brown']",Buster Brown,Fannie Mae,97,0
197,1960-02-01,"['(Baby) Hully Gully', 'The Olympics']",The Olympics,(Baby) Hully Gully,98,0
198,1960-02-01,"['Mediterranean Moon', 'The Rays']",The Rays,Mediterranean Moon,99,0
199,1960-02-01,"['The Whiffenpoof Song', 'Bob Crewe']",Bob Crewe,The Whiffenpoof Song,100,0
200,1960-02-29,"['The Theme From ""A Summer Place""', 'Percy Faith And His Orchestra']",Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",1,0
201,1960-02-29,"['Handy Man', 'Jimmy Jones']",Jimmy Jones,Handy Man,2,0
202,1960-02-29,"[""He'll Have To Go"", 'Jim Reeves']",Jim Reeves,He'll Have To Go,3,0
203,1960-02-29,"['Teen Angel', 'Mark Dinning']",Mark Dinning,Teen Angel,4,0
204,1960-02-29,"[""What In The World's Come Over You"", 'Jack Scott']",Jack Scott,What In The World's Come Over You,5,0
205,1960-02-29,"['Beyond The Sea', 'Bobby Darin']",Bobby Darin,Beyond The Sea,6,0
206,1960-02-29,"['Running Bear', 'Johnny Preston']",Johnny Preston,Running Bear,7,0
207,1960-02-29,"['Let It Be Me', 'The Everly Brothers']",The Everly Brothers,Let It Be Me,8,0
208,1960-02-29,"[""Baby (You've Got What It Takes)"", 'Dinah Washington & Brook Benton']",Dinah Washington & Brook Benton,Baby (You've Got What It Takes),9,0
209,1960-02-29,"['Wild One', 'Bobby Rydell']",Bobby Rydell,Wild One,10,0
210,1960-02-29,"['Where Or When', 'Dion & The Belmonts']",Dion & The Belmonts,Where Or When,11,0
211,1960-02-29,"['Lonely Blue Boy', 'Conway Twitty']",Conway Twitty,Lonely Blue Boy,12,0
212,1960-02-29,"['Forever', 'The Little Dippers']",The Little Dippers,Forever,13,0
213,1960-02-29,"['Down By The Station', 'The Four Preps']",The Four Preps,Down By The Station,14,0
214,1960-02-29,"['Harbor Lights', 'The Platters']",The Platters,Harbor Lights,15,0
215,1960-02-29,"[""Sweet Nothin's"", 'Brenda Lee']",Brenda Lee,Sweet Nothin's,16,0
216,1960-02-29,"[""Tracy's Theme"", 'Spencer Ross']",Spencer Ross,Tracy's Theme,17,0
217,1960-02-29,"['Midnite Special', 'Paul Evans']",Paul Evans,Midnite Special,18,0
218,1960-02-29,"['Lady Luck', 'Lloyd Price and His Orchestra']",Lloyd Price and His Orchestra,Lady Luck,19,0
219,1960-02-29,"['You Got What It Takes', 'Marv Johnson']",Marv Johnson,You Got What It Takes,20,0
220,1960-02-29,"['Pretty Blue Eyes', 'Steve Lawrence']",Steve Lawrence,Pretty Blue Eyes,21,0
221,1960-02-29,"[""Rockin' Little Angel"", 'Ray Smith']",Ray Smith,Rockin' Little Angel,22,0
222,1960-02-29,"['Delaware', 'Perry Como']",Perry Como,Delaware,23,0
223,1960-02-29,"['Bulldog', 'The Fireballs']",The Fireballs,Bulldog,24,0
224,1960-02-29,"['Country Boy', 'Fats Domino']",Fats Domino,Country Boy,25,0
225,1960-02-29,"['T.L.C. Tender Love And Care', 'Jimmie Rodgers']",Jimmie Rodgers,T.L.C. Tender Love And Care,26,0
226,1960-02-29,"['Beatnik Fly', 'Johnny And The Hurricanes']",Johnny And The Hurricanes,Beatnik Fly,27,0
227,1960-02-29,"['Little Bitty Girl', 'Bobby Rydell']",Bobby Rydell,Little Bitty Girl,28,0
228,1960-02-29,"['El Paso', 'Marty Robbins']",Marty Robbins,El Paso,29,0
229,1960-02-29,"['Too Much Tequila', 'The Champs']",The Champs,Too Much Tequila,30,0
230,1960-02-29,"['Lucky Devil', 'Carl Dobkins, Jr.']",r.,Lucky Devil,31,1
231,1960-02-29,"['Go, Jimmy, Go', 'Jimmy Clanton']",Jimmy Clanton,G,32,1
232,1960-02-29,"['Shimmy, Shimmy, Ko-Ko-Bop', 'Little Anthony And The Imperials']",Little Anthony And The Imperials,Shimm,33,1
233,1960-02-29,"['(There Was A) Tall Oak Tree', 'Dorsey Burnette']",Dorsey Burnette,(There Was A) Tall Oak Tree,34,0
234,1960-02-29,"['Time And The River', 'Nat King Cole']",Nat King Cole,Time And The River,35,0
235,1960-02-29,"['Crazy Arms', 'Bob Beckham']",Bob Beckham,Crazy Arms,36,0
236,1960-02-29,"['Baby What You Want Me To Do', 'Jimmy Reed']",Jimmy Reed,Baby What You Want Me To Do,37,0
237,1960-02-29,"['China Doll', 'The Ames Brothers']",The Ames Brothers,China Doll,38,0
238,1960-02-29,"['Am I That Easy To Forget', 'Debbie Reynolds']",Debbie Reynolds,Am I That Easy To Forget,39,0
239,1960-02-29,"['Outside My Window', 'The Fleetwoods']",The Fleetwoods,Outside My Window,40,0
240,1960-02-29,"['Puppy Love', 'Paul Anka']",Paul Anka,Puppy Love,41,0
241,1960-02-29,"['Too Pooped To Pop (""Casey"")', 'Chuck Berry']",Chuck Berry,"Too Pooped To Pop (""Casey"")",42,0
242,1960-02-29,"[""Money (That's what I want)"", 'Barrett Strong']",Barrett Strong,Money (That's what I want),43,0
243,1960-02-29,"['Why', 'Frankie Avalon']",Frankie Avalon,Why,44,0
244,1960-02-29,"['The Big Hurt', 'Miss Toni Fisher']",Miss Toni Fisher,The Big Hurt,45,0
245,1960-02-29,"['Eternally', 'Sarah Vaughan']",Sarah Vaughan,Eternally,46,0
246,1960-02-29,"['This Magic Moment', 'The Drifters']",The Drifters,This Magic Moment,47,0
247,1960-02-29,"['On The Beach', 'Frank Chacksfield And His Orch.']",Frank Chacksfield And His Orch.,On The Beach,48,0
248,1960-02-29,"['Bad Boy', 'Marty Wilde']",Marty Wilde,Bad Boy,49,0
249,1960-02-29,"['(Welcome) New Lovers', 'Pat Boone']",Pat Boone,(Welcome) New Lovers,50,0
250,1960-02-29,"['Fannie Mae', 'Buster Brown']",Buster Brown,Fannie Mae,51,0
251,1960-02-29,"['Chattanooga Shoe Shine Boy', 'Freddy Cannon']",Freddy Cannon,Chattanooga Shoe Shine Boy,52,0
252,1960-02-29,"['About This Thing Called Love', 'Fabian']",Fabian,About This Thing Called Love,53,0
253,1960-02-29,"['Why Do I Love You So', 'Johnny Tillotson']",Johnny Tillotson,Why Do I Love You So,54,0
254,1960-02-29,"['Sixteen Reasons', 'Connie Stevens']",Connie Stevens,Sixteen Reasons,55,0
255,1960-02-29,"['Harlem Nocturne', 'The Viscounts']",The Viscounts,Harlem Nocturne,56,0
256,1960-02-29,"['Darling Lorraine', 'The Knockouts']",The Knockouts,Darling Lorraine,57,0
257,1960-02-29,"['Waltzing Matilda', 'Jimmie Rodgers']",Jimmie Rodgers,Waltzing Matilda,58,0
