,Date,Data,Artist,Title,Rank,Note
0,1990-01-06,"['Another Day In Paradise', 'Phil Collins']",Phil Collins,Another Day In Paradise,1,0
1,1990-01-06,"['Rhythm Nation', 'Janet Jackson']",Janet Jackson,Rhythm Nation,2,0
2,1990-01-06,"[""Don't Know Much"", 'Linda Ronstadt (Featuring Aaron Neville)']",Linda Ronstadt (Featuring Aaron Neville),Don't Know Much,3,1
3,1990-01-06,"['Pump Up The Jam', 'Technotronic Featuring Felly']",Technotronic Featuring Felly,Pump Up The Jam,4,0
4,1990-01-06,"['With Every Beat Of My Heart', 'Taylor Dayne']",Taylor Dayne,With Every Beat Of My Heart,5,0
5,1990-01-06,"['How Am I Supposed To Live Without You', 'Michael Bolton']",Michael Bolton,How Am I Supposed To Live Without You,6,0
6,1990-01-06,"[""This One's For The Children"", 'New Kids On The Block']",New Kids On The Block,This One's For The Children,7,1
7,1990-01-06,"['Just Like Jesse James', 'Cher']",Cher,Just Like Jesse James,8,0
8,1990-01-06,"[""We Didn't Start The Fire"", 'Billy Joel']",Billy Joel,We Didn't Start The Fire,9,1
9,1990-01-06,"['Everything', 'Jody Watley']",Jody Watley,Everything,10,0
10,1990-01-06,"['Back To Life', 'Soul II Soul']",Soul II Soul,Back To Life,11,0
11,1990-01-06,"['Swing The Mood', 'Jive Bunny & The Mastermixers']",Jive Bunny & The Mastermixers,Swing The Mood,12,0
12,1990-01-06,"['Just Between You And Me', 'Lou Gramm']",Lou Gramm,Just Between You And Me,13,0
13,1990-01-06,"[""Free Fallin'"", 'Tom Petty']",Tom Petty,Free Fallin',14,1
14,1990-01-06,"['Love Song', 'Tesla']",Tesla,Love Song,15,0
15,1990-01-06,"['Downtown Train', 'Rod Stewart']",Rod Stewart,Downtown Train,16,0
16,1990-01-06,"['When The Night Comes', 'Joe Cocker']",Joe Cocker,When The Night Comes,17,0
17,1990-01-06,"['Two To Make It Right', 'Seduction']",Seduction,Two To Make It Right,18,0
18,1990-01-06,"['Living In Sin', 'Bon Jovi']",Bon Jovi,Living In Sin,19,0
19,1990-01-06,"['Oh Father', 'Madonna']",Madonna,Oh Father,20,0
20,1990-01-06,"['Blame It On The Rain', 'Milli Vanilli']",Milli Vanilli,Blame It On The Rain,21,0
21,1990-01-06,"['I Remember You', 'Skid Row']",Skid Row,I Remember You,22,0
22,1990-01-06,"['Rock And A Hard Place', 'The Rolling Stones']",The Rolling Stones,Rock And A Hard Place,23,0
23,1990-01-06,"[""Janie's Got A Gun"", 'Aerosmith']",Aerosmith,Janie's Got A Gun,24,1
24,1990-01-06,"[""I'll Be Good To You"", 'Quincy Jones Featuring Ray Charles & Chaka Khan']",Quincy Jones Featuring Ray Charles & Chaka Khan,I'll Be Good To You,25,1
25,1990-01-06,"['Tender Lover', 'Babyface']",Babyface,Tender Lover,26,0
26,1990-01-06,"['Peace In Our Time', 'Eddie Money']",Eddie Money,Peace In Our Time,27,0
27,1990-01-06,"['Love Shack', 'The B-52s']",The B-52s,Love Shack,28,0
28,1990-01-06,"['What Kind Of Man Would I Be?', 'Chicago']",Chicago,What Kind Of Man Would I Be?,29,0
29,1990-01-06,"[""Don't Close Your Eyes"", 'KIX']",KIX,Don't Close Your Eyes,30,1
30,1990-01-06,"['Tell Me Why', 'Expose']",Expose,Tell Me Why,31,0
31,1990-01-06,"['Opposites Attract', 'Paula Abdul (Duet With The Wild Pair)']",Paula Abdul (Duet With The Wild Pair),Opposites Attract,32,0
32,1990-01-06,"[""(It's Just) The Way That You Love Me"", 'Paula Abdul']",Paula Abdul,(It's Just) The Way That You Love Me,33,1
33,1990-01-06,"['Was It Nothing At All', 'Michael Damian']",Michael Damian,Was It Nothing At All,34,0
34,1990-01-06,"[""Principal's Office"", 'Young M.C.']",Young M.C.,Principal's Office,35,1
35,1990-01-06,"['Bust A Move', 'Young M.C.']",Young M.C.,Bust A Move,36,0
36,1990-01-06,"['Kickstart My Heart', 'Motley Crue']",Motley Crue,Kickstart My Heart,37,0
37,1990-01-06,"['When I See You Smile', 'Bad English']",Bad English,When I See You Smile,38,0
38,1990-01-06,"['Steamy Windows', 'Tina Turner']",Tina Turner,Steamy Windows,39,0
39,1990-01-06,"['Dangerous', 'Roxette']",Roxette,Dangerous,40,0
40,1990-01-06,"['I Want You', 'Shana']",Shana,I Want You,41,0
41,1990-01-06,"[""Don't Make Me Over"", 'Sybil']",Sybil,Don't Make Me Over,42,1
42,1990-01-06,"[""Nothin' To Hide"", 'Poco']",Poco,Nothin' To Hide,43,1
43,1990-01-06,"['Here We Are', 'Gloria Estefan']",Gloria Estefan,Here We Are,44,0
44,1990-01-06,"[""We Can't Go Wrong"", 'The Cover Girls']",The Cover Girls,We Can't Go Wrong,45,1
45,1990-01-06,"['Fool For Your Loving', 'Whitesnake']",Whitesnake,Fool For Your Loving,46,0
46,1990-01-06,"['The Last Worthless Evening', 'Don Henley']",Don Henley,The Last Worthless Evening,47,0
47,1990-01-06,"['No More Lies', ""Michel'le""]",Michel'le,No More Lies,48,1
48,1990-01-06,"['Angelia', 'Richard Marx']",Richard Marx,Angelia,49,0
49,1990-01-06,"['Me So Horny', 'The 2 Live Crew']",The 2 Live Crew,Me So Horny,50,0
50,1990-01-06,"['All Or Nothing', 'Milli Vanilli']",Milli Vanilli,All Or Nothing,51,0
51,1990-01-06,"['If You Leave Me Now', 'Jaya']",Jaya,If You Leave Me Now,52,0
52,1990-01-06,"['Price Of Love', 'Bad English']",Bad English,Price Of Love,53,0
53,1990-01-06,"['Woman In Chains', 'Tears For Fears']",Tears For Fears,Woman In Chains,54,0
54,1990-01-06,"['Leave A Light On', 'Belinda Carlisle']",Belinda Carlisle,Leave A Light On,55,0
55,1990-01-06,"[""Everything You Do (You're Sexing Me)"", 'Fiona (Duet With Kip Winger)']",Fiona (Duet With Kip Winger),Everything You Do (You're Sexing Me),56,1
56,1990-01-06,"['Poison', 'Alice Cooper']",Alice Cooper,Poison,57,0
57,1990-01-06,"['Wait For You', 'Bonham']",Bonham,Wait For You,58,0
58,1990-01-06,"['Electric Boogie', 'Marcia Griffiths']",Marcia Griffiths,Electric Boogie,59,0
59,1990-01-06,"['I Live By The Groove', 'Paul Carrack']",Paul Carrack,I Live By The Groove,60,0
60,1990-01-06,"[""C'mon And Get My Love"", 'D-Mob Introducing Cathy Dennis']",D-Mob Introducing Cathy Dennis,C'mon And Get My Love,61,1
61,1990-01-06,"['I Will Survive', 'SaFire']",SaFire,I Will Survive,62,0
62,1990-01-06,"['The Arms Of Orion', 'Prince With Sheena Easton']",Prince With Sheena Easton,The Arms Of Orion,63,0
63,1990-01-06,"[""Don't Take It Personal"", 'Jermaine Jackson']",Jermaine Jackson,Don't Take It Personal,64,1
64,1990-01-06,"[""Don't Shut Me Out"", 'Kevin Paige']",Kevin Paige,Don't Shut Me Out,65,1
65,1990-01-06,"['The Angel Song', 'Great White']",Great White,The Angel Song,66,0
66,1990-01-06,"['Personal Jesus', 'Depeche Mode']",Depeche Mode,Personal Jesus,67,0
67,1990-01-06,"['Over And Over', 'Pajama Party']",Pajama Party,Over And Over,68,0
68,1990-01-06,"['Here And Now', 'Luther Vandross']",Luther Vandross,Here And Now,69,0
69,1990-01-06,"['Roam', 'The B-52s']",The B-52s,Roam,70,0
70,1990-01-06,"['Going Home', 'Kenny G']",Kenny G,Going Home,71,0
71,1990-01-06,"['Pretending', 'Eric Clapton']",Eric Clapton,Pretending,72,0
72,1990-01-06,"['Heart', 'Neneh Cherry']",Neneh Cherry,Heart,73,0
73,1990-01-06,"['Never 2 Much Of U', 'Dino']",Dino,Never 2 Much Of U,74,0
74,1990-01-06,"['Listen To Your Heart', 'Roxette']",Roxette,Listen To Your Heart,75,0
75,1990-01-06,"['Serious Kinda Girl', 'Christopher Max']",Christopher Max,Serious Kinda Girl,76,0
76,1990-01-06,"['A Girl Like You', 'The Smithereens']",The Smithereens,A Girl Like You,77,0
77,1990-01-06,"[""Didn't I (Blow Your Mind)"", 'New Kids On The Block']",New Kids On The Block,Didn't I (Blow Your Mind),78,1
78,1990-01-06,"[""Rock Wit'cha"", 'Bobby Brown']",Bobby Brown,Rock Wit'cha,79,1
79,1990-01-06,"['Get On Your Feet', 'Gloria Estefan']",Gloria Estefan,Get On Your Feet,80,0
80,1990-01-06,"['Sometimes She Cries', 'Warrant']",Warrant,Sometimes She Cries,81,0
81,1990-01-06,"['Lullaby', 'The Cure']",The Cure,Lullaby,82,0
82,1990-01-06,"['Hide Your Heart', 'KISS']",KISS,Hide Your Heart,83,0
83,1990-01-06,"['Too Hot', 'Loverboy']",Loverboy,Too Hot,84,0
84,1990-01-06,"['No Myth', 'Michael Penn']",Michael Penn,No Myth,85,0
85,1990-01-06,"['Black Velvet', 'Alannah Myles']",Alannah Myles,Black Velvet,86,0
86,1990-01-06,"[""Gimme Your Good Lovin'"", 'Diving For Pearls']",Diving For Pearls,Gimme Your Good Lovin',87,1
87,1990-01-06,"['French Kiss', 'Lil Louis']",Lil Louis,French Kiss,88,0
88,1990-01-06,"['Right And Hype', ""Abstrac'""]",Abstrac',Right And Hype,89,1
89,1990-01-06,"[""I Don't Know"", 'Michael Morales']",Michael Morales,I Don't Know,90,1
90,1990-01-06,"['Girl I Am Searching For You', 'Stevie B']",Stevie B,Girl I Am Searching For You,91,0
91,1990-01-06,"['Miss You Much', 'Janet Jackson']",Janet Jackson,Miss You Much,92,0
92,1990-01-06,"[""I Didn't Mean To Stay All Night"", 'Starship']",Starship,I Didn't Mean To Stay All Night,93,1
93,1990-01-06,"['Foolish Heart', 'Sharon Bryant']",Sharon Bryant,Foolish Heart,94,0
94,1990-01-06,"['Talk To Myself', 'Christopher Williams']",Christopher Williams,Talk To Myself,95,0
95,1990-01-06,"['Heat Of The Moment', 'After 7']",After 7,Heat Of The Moment,96,0
96,1990-01-06,"['Cover Girl', 'New Kids On The Block']",New Kids On The Block,Cover Girl,97,0
97,1990-01-06,"['500 Miles', 'Hooters']",Hooters,500 Miles,98,0
98,1990-01-06,"['Back To The Bullet', 'Saraya']",Saraya,Back To The Bullet,99,0
99,1990-01-06,"['Owwww!', 'Chunky A']",Chunky A,Owwww!,100,0
100,1990-02-03,"['How Am I Supposed To Live Without You', 'Michael Bolton']",Michael Bolton,How Am I Supposed To Live Without You,1,0
101,1990-02-03,"['Opposites Attract', 'Paula Abdul (Duet With The Wild Pair)']",Paula Abdul (Duet With The Wild Pair),Opposites Attract,2,0
102,1990-02-03,"['Downtown Train', 'Rod Stewart']",Rod Stewart,Downtown Train,3,0
103,1990-02-03,"['Two To Make It Right', 'Seduction']",Seduction,Two To Make It Right,4,0
104,1990-02-03,"[""Janie's Got A Gun"", 'Aerosmith']",Aerosmith,Janie's Got A Gun,5,1
105,1990-02-03,"['I Remember You', 'Skid Row']",Skid Row,I Remember You,6,0
106,1990-02-03,"[""Free Fallin'"", 'Tom Petty']",Tom Petty,Free Fallin',7,1
107,1990-02-03,"['Pump Up The Jam', 'Technotronic Featuring Felly']",Technotronic Featuring Felly,Pump Up The Jam,8,0
108,1990-02-03,"['Just Between You And Me', 'Lou Gramm']",Lou Gramm,Just Between You And Me,9,0
109,1990-02-03,"['Everything', 'Jody Watley']",Jody Watley,Everything,10,0
110,1990-02-03,"['What Kind Of Man Would I Be?', 'Chicago']",Chicago,What Kind Of Man Would I Be?,11,0
111,1990-02-03,"['Peace In Our Time', 'Eddie Money']",Eddie Money,Peace In Our Time,12,0
112,1990-02-03,"['Dangerous', 'Roxette']",Roxette,Dangerous,13,0
113,1990-02-03,"['Tender Lover', 'Babyface']",Babyface,Tender Lover,14,0
114,1990-02-03,"['Tell Me Why', 'Expose']",Expose,Tell Me Why,15,0
115,1990-02-03,"['All Or Nothing', 'Milli Vanilli']",Milli Vanilli,All Or Nothing,16,0
116,1990-02-03,"['Escapade', 'Janet Jackson']",Janet Jackson,Escapade,17,0
117,1990-02-03,"[""We Can't Go Wrong"", 'The Cover Girls']",The Cover Girls,We Can't Go Wrong,18,1
118,1990-02-03,"['Here We Are', 'Gloria Estefan']",Gloria Estefan,Here We Are,19,0
119,1990-02-03,"['Love Song', 'Tesla']",Tesla,Love Song,20,0
120,1990-02-03,"['Another Day In Paradise', 'Phil Collins']",Phil Collins,Another Day In Paradise,21,0
121,1990-02-03,"['Price Of Love', 'Bad English']",Bad English,Price Of Love,22,0
122,1990-02-03,"['Roam', 'The B-52s']",The B-52s,Roam,23,0
123,1990-02-03,"['Was It Nothing At All', 'Michael Damian']",Michael Damian,Was It Nothing At All,24,0
124,1990-02-03,"['When The Night Comes', 'Joe Cocker']",Joe Cocker,When The Night Comes,25,0
125,1990-02-03,"['No More Lies', ""Michel'le""]",Michel'le,No More Lies,26,1
126,1990-02-03,"['Kickstart My Heart', 'Motley Crue']",Motley Crue,Kickstart My Heart,27,0
127,1990-02-03,"['I Go To Extremes', 'Billy Joel']",Billy Joel,I Go To Extremes,28,0
128,1990-02-03,"[""C'mon And Get My Love"", 'D-Mob Introducing Cathy Dennis']",D-Mob Introducing Cathy Dennis,C'mon And Get My Love,29,1
129,1990-02-03,"[""I'll Be Good To You"", 'Quincy Jones Featuring Ray Charles & Chaka Khan']",Quincy Jones Featuring Ray Charles & Chaka Khan,I'll Be Good To You,30,1
130,1990-02-03,"[""Don't Know Much"", 'Linda Ronstadt (Featuring Aaron Neville)']",Linda Ronstadt (Featuring Aaron Neville),Don't Know Much,31,1
131,1990-02-03,"['Too Late To Say Goodbye', 'Richard Marx']",Richard Marx,Too Late To Say Goodbye,32,0
132,1990-02-03,"['Rhythm Nation', 'Janet Jackson']",Janet Jackson,Rhythm Nation,33,0
133,1990-02-03,"['Back To Life', 'Soul II Soul']",Soul II Soul,Back To Life,34,0
134,1990-02-03,"['Sometimes She Cries', 'Warrant']",Warrant,Sometimes She Cries,35,0
135,1990-02-03,"['Woman In Chains', 'Tears For Fears']",Tears For Fears,Woman In Chains,36,0
136,1990-02-03,"['Swing The Mood', 'Jive Bunny & The Mastermixers']",Jive Bunny & The Mastermixers,Swing The Mood,37,0
137,1990-02-03,"['No Myth', 'Michael Penn']",Michael Penn,No Myth,38,0
138,1990-02-03,"['Black Velvet', 'Alannah Myles']",Alannah Myles,Black Velvet,39,0
139,1990-02-03,"['Love Will Lead You Back', 'Taylor Dayne']",Taylor Dayne,Love Will Lead You Back,40,0
140,1990-02-03,"['Just A Friend', 'Biz Markie']",Biz Markie,Just A Friend,41,0
141,1990-02-03,"['Here And Now', 'Luther Vandross']",Luther Vandross,Here And Now,42,0
142,1990-02-03,"['With Every Beat Of My Heart', 'Taylor Dayne']",Taylor Dayne,With Every Beat Of My Heart,43,0
143,1990-02-03,"['If You Leave Me Now', 'Jaya']",Jaya,If You Leave Me Now,44,0
144,1990-02-03,"['Sacrifice', 'Elton John']",Elton John,Sacrifice,45,0
145,1990-02-03,"['Personal Jesus', 'Depeche Mode']",Depeche Mode,Personal Jesus,46,0
146,1990-02-03,"['Just Like Jesse James', 'Cher']",Cher,Just Like Jesse James,47,0
147,1990-02-03,"['The Deeper The Love', 'Whitesnake']",Whitesnake,The Deeper The Love,48,0
148,1990-02-03,"[""Principal's Office"", 'Young M.C.']",Young M.C.,Principal's Office,49,1
149,1990-02-03,"[""We Didn't Start The Fire"", 'Billy Joel']",Billy Joel,We Didn't Start The Fire,50,1
150,1990-02-03,"['Blame It On The Rain', 'Milli Vanilli']",Milli Vanilli,Blame It On The Rain,51,0
151,1990-02-03,"['Bust A Move', 'Young M.C.']",Young M.C.,Bust A Move,52,0
152,1990-02-03,"['I Want You', 'Shana']",Shana,I Want You,53,0
153,1990-02-03,"['Anything I Want', 'Kevin Paige']",Kevin Paige,Anything I Want,54,0
154,1990-02-03,"['A Girl Like You', 'The Smithereens']",The Smithereens,A Girl Like You,55,0
155,1990-02-03,"['Keep It Together', 'Madonna']",Madonna,Keep It Together,56,0
156,1990-02-03,"['Electric Boogie', 'Marcia Griffiths']",Marcia Griffiths,Electric Boogie,57,0
157,1990-02-03,"[""This One's For The Children"", 'New Kids On The Block']",New Kids On The Block,This One's For The Children,58,1
158,1990-02-03,"['Summer Rain', 'Belinda Carlisle']",Belinda Carlisle,Summer Rain,59,0
159,1990-02-03,"['Love Shack', 'The B-52s']",The B-52s,Love Shack,60,0
160,1990-02-03,"['I Will Survive', 'SaFire']",SaFire,I Will Survive,61,0
161,1990-02-03,"['Get Up! (Before The Night Is Over)', 'Technotronic']",Technotronic,Get Up! (Before The Night Is Over),62,0
162,1990-02-03,"['Me So Horny', 'The 2 Live Crew']",The 2 Live Crew,Me So Horny,63,0
163,1990-02-03,"['House Of Fire', 'Alice Cooper']",Alice Cooper,House Of Fire,64,0
164,1990-02-03,"['Going Home', 'Kenny G']",Kenny G,Going Home,65,0
165,1990-02-03,"['Dirty Deeds', 'Joan Jett']",Joan Jett,Dirty Deeds,66,0
166,1990-02-03,"['Whole Wide World (From ""True Love"")', ""A'me Lorain""]",A'me Lorain,"Whole Wide World (From ""True Love"")",67,1
167,1990-02-03,"[""Nothin' To Hide"", 'Poco']",Poco,Nothin' To Hide,68,1
168,1990-02-03,"['Love Me For Life', 'Stevie B']",Stevie B,Love Me For Life,69,0
169,1990-02-03,"['Never 2 Much Of U', 'Dino']",Dino,Never 2 Much Of U,70,0
170,1990-02-03,"['I Wish It Would Rain Down', 'Phil Collins']",Phil Collins,I Wish It Would Rain Down,71,0
171,1990-02-03,"['Forever', 'KISS']",KISS,Forever,72,0
172,1990-02-03,"['Real Love', 'Skyy']",Skyy,Real Love,73,0
173,1990-02-03,"['All Nite', 'Entouch Featuring Keith Sweat']",Entouch Featuring Keith Sweat,All Nite,74,0
174,1990-02-03,"[""Don't Make Me Over"", 'Sybil']",Sybil,Don't Make Me Over,75,1
175,1990-02-03,"['Wait For You', 'Bonham']",Bonham,Wait For You,76,0
176,1990-02-03,"[""Don't Close Your Eyes"", 'KIX']",KIX,Don't Close Your Eyes,77,1
177,1990-02-03,"['All Around The World', 'Lisa Stansfield']",Lisa Stansfield,All Around The World,78,0
178,1990-02-03,"['When I See You Smile', 'Bad English']",Bad English,When I See You Smile,79,0
179,1990-02-03,"['Over And Over', 'Pajama Party']",Pajama Party,Over And Over,80,0
180,1990-02-03,"['Walk On By', 'Sybil']",Sybil,Walk On By,81,0
181,1990-02-03,"['Living In Sin', 'Bon Jovi']",Bon Jovi,Living In Sin,82,0
182,1990-02-03,"[""Don't Take It Personal"", 'Jermaine Jackson']",Jermaine Jackson,Don't Take It Personal,83,1
183,1990-02-03,"['The Angel Song', 'Great White']",Great White,The Angel Song,84,0
184,1990-02-03,"['If U Were Mine', 'The U-Krew']",The U-Krew,If U Were Mine,85,0
185,1990-02-03,"['Fly High Michelle', ""Enuff Z'Nuff""]",Enuff Z'Nuff,Fly High Michelle,86,1
186,1990-02-03,"['Timeless Love (From ""Shocker"")', 'Saraya']",Saraya,"Timeless Love (From ""Shocker"")",87,1
187,1990-02-03,"[""Everything You Do (You're Sexing Me)"", 'Fiona (Duet With Kip Winger)']",Fiona (Duet With Kip Winger),Everything You Do (You're Sexing Me),88,1
188,1990-02-03,"['Let Love Rule', 'Lenny Kravitz']",Lenny Kravitz,Let Love Rule,89,0
189,1990-02-03,"[""There's A Party Going On"", 'Yvonne']",Yvonne,There's A Party Going On,90,1
190,1990-02-03,"[""That's What I Like"", 'Jive Bunny & The Mastermixers']",Jive Bunny & The Mastermixers,That's What I Like,91,1
191,1990-02-03,"[""(It's Just) The Way That You Love Me"", 'Paula Abdul']",Paula Abdul,(It's Just) The Way That You Love Me,92,1
192,1990-02-03,"['1-2-3', 'The Chimes']",The Chimes,1-2-3,93,0
193,1990-02-03,"[""You're The Only Woman"", 'The Brat Pack']",The Brat Pack,You're The Only Woman,94,1
194,1990-02-03,"['The Last Worthless Evening', 'Don Henley']",Don Henley,The Last Worthless Evening,95,0
195,1990-02-03,"['Figure Of Eight', 'Paul McCartney']",Paul McCartney,Figure Of Eight,96,0
196,1990-02-03,"['Steamy Windows', 'Tina Turner']",Tina Turner,Steamy Windows,97,0
197,1990-02-03,"['Fool For Your Loving', 'Whitesnake']",Whitesnake,Fool For Your Loving,98,0
198,1990-02-03,"['Rock And A Hard Place', 'The Rolling Stones']",The Rolling Stones,Rock And A Hard Place,99,0
199,1990-02-03,"['Oh Father', 'Madonna']",Madonna,Oh Father,100,0
200,1990-03-03,"['Escapade', 'Janet Jackson']",Janet Jackson,Escapade,1,0
201,1990-03-03,"['Dangerous', 'Roxette']",Roxette,Dangerous,2,0
202,1990-03-03,"['Opposites Attract', 'Paula Abdul (Duet With The Wild Pair)']",Paula Abdul (Duet With The Wild Pair),Opposites Attract,3,0
203,1990-03-03,"['Roam', 'The B-52s']",The B-52s,Roam,4,0
204,1990-03-03,"['All Or Nothing', 'Milli Vanilli']",Milli Vanilli,All Or Nothing,5,0
205,1990-03-03,"['Here We Are', 'Gloria Estefan']",Gloria Estefan,Here We Are,6,0
206,1990-03-03,"['Price Of Love', 'Bad English']",Bad English,Price Of Love,7,0
207,1990-03-03,"[""We Can't Go Wrong"", 'The Cover Girls']",The Cover Girls,We Can't Go Wrong,8,1
208,1990-03-03,"['Black Velvet', 'Alannah Myles']",Alannah Myles,Black Velvet,9,0
209,1990-03-03,"['No More Lies', ""Michel'le""]",Michel'le,No More Lies,10,1
210,1990-03-03,"['I Go To Extremes', 'Billy Joel']",Billy Joel,I Go To Extremes,11,0
211,1990-03-03,"['Too Late To Say Goodbye', 'Richard Marx']",Richard Marx,Too Late To Say Goodbye,12,0
212,1990-03-03,"[""C'mon And Get My Love"", 'D-Mob Introducing Cathy Dennis']",D-Mob Introducing Cathy Dennis,C'mon And Get My Love,13,1
213,1990-03-03,"['Just A Friend', 'Biz Markie']",Biz Markie,Just A Friend,14,0
214,1990-03-03,"['Love Will Lead You Back', 'Taylor Dayne']",Taylor Dayne,Love Will Lead You Back,15,0
215,1990-03-03,"['Two To Make It Right', 'Seduction']",Seduction,Two To Make It Right,16,0
216,1990-03-03,"['What Kind Of Man Would I Be?', 'Chicago']",Chicago,What Kind Of Man Would I Be?,17,0
217,1990-03-03,"['No Myth', 'Michael Penn']",Michael Penn,No Myth,18,0
218,1990-03-03,"['I Wish It Would Rain Down', 'Phil Collins']",Phil Collins,I Wish It Would Rain Down,19,0
219,1990-03-03,"['Sometimes She Cries', 'Warrant']",Warrant,Sometimes She Cries,20,0
220,1990-03-03,"['Get Up! (Before The Night Is Over)', 'Technotronic']",Technotronic,Get Up! (Before The Night Is Over),21,0
221,1990-03-03,"['Sacrifice', 'Elton John']",Elton John,Sacrifice,22,0
222,1990-03-03,"['Keep It Together', 'Madonna']",Madonna,Keep It Together,23,0
223,1990-03-03,"['Here And Now', 'Luther Vandross']",Luther Vandross,Here And Now,24,0
224,1990-03-03,"['All Around The World', 'Lisa Stansfield']",Lisa Stansfield,All Around The World,25,0
225,1990-03-03,"[""Janie's Got A Gun"", 'Aerosmith']",Aerosmith,Janie's Got A Gun,26,1
226,1990-03-03,"[""I'll Be Your Everything"", 'Tommy Page']",Tommy Page,I'll Be Your Everything,27,1
227,1990-03-03,"['Personal Jesus', 'Depeche Mode']",Depeche Mode,Personal Jesus,28,0
228,1990-03-03,"['All My Life', 'Linda Ronstadt (Featuring Aaron Neville)']",Linda Ronstadt (Featuring Aaron Neville),All My Life,29,0
229,1990-03-03,"['Summer Rain', 'Belinda Carlisle']",Belinda Carlisle,Summer Rain,30,0
230,1990-03-03,"['The Deeper The Love', 'Whitesnake']",Whitesnake,The Deeper The Love,31,0
231,1990-03-03,"['Forever', 'KISS']",KISS,Forever,32,0
232,1990-03-03,"['Downtown Train', 'Rod Stewart']",Rod Stewart,Downtown Train,33,0
233,1990-03-03,"['Anything I Want', 'Kevin Paige']",Kevin Paige,Anything I Want,34,0
234,1990-03-03,"['How Am I Supposed To Live Without You', 'Michael Bolton']",Michael Bolton,How Am I Supposed To Live Without You,35,0
235,1990-03-03,"['Whole Wide World (From ""True Love"")', ""A'me Lorain""]",A'me Lorain,"Whole Wide World (From ""True Love"")",36,1
236,1990-03-03,"[""Don't Wanna Fall In Love"", 'Jane Child']",Jane Child,Don't Wanna Fall In Love,37,1
237,1990-03-03,"['Tell Me Why', 'Expose']",Expose,Tell Me Why,38,0
238,1990-03-03,"['Dirty Deeds', 'Joan Jett']",Joan Jett,Dirty Deeds,39,0
239,1990-03-03,"['I Remember You', 'Skid Row']",Skid Row,I Remember You,40,0
240,1990-03-03,"['A Girl Like You', 'The Smithereens']",The Smithereens,A Girl Like You,41,0
241,1990-03-03,"['Pump Up The Jam', 'Technotronic Featuring Felly']",Technotronic Featuring Felly,Pump Up The Jam,42,0
242,1990-03-03,"['Love Me For Life', 'Stevie B']",Stevie B,Love Me For Life,43,0
243,1990-03-03,"['Love Song', 'Tesla']",Tesla,Love Song,44,0
244,1990-03-03,"['If You Leave Me Now', 'Jaya']",Jaya,If You Leave Me Now,45,0
245,1990-03-03,"['I Wanna Be Rich', 'Calloway']",Calloway,I Wanna Be Rich,46,0
246,1990-03-03,"['Real Love', 'Skyy']",Skyy,Real Love,47,0
247,1990-03-03,"[""You're The Only Woman"", 'The Brat Pack']",The Brat Pack,You're The Only Woman,48,1
248,1990-03-03,"['Without You', 'Motley Crue']",Motley Crue,Without You,49,0
249,1990-03-03,"[""Don't Know Much"", 'Linda Ronstadt (Featuring Aaron Neville)']",Linda Ronstadt (Featuring Aaron Neville),Don't Know Much,50,1
250,1990-03-03,"['Back To Life', 'Soul II Soul']",Soul II Soul,Back To Life,51,0
251,1990-03-03,"['Everything', 'Jody Watley']",Jody Watley,Everything,52,0
252,1990-03-03,"['Almost Hear You Sigh', 'The Rolling Stones']",The Rolling Stones,Almost Hear You Sigh,53,0
253,1990-03-03,"['Heart Of Stone', 'Cher']",Cher,Heart Of Stone,54,0
254,1990-03-03,"[""Free Fallin'"", 'Tom Petty']",Tom Petty,Free Fallin',55,1
255,1990-03-03,"['If U Were Mine', 'The U-Krew']",The U-Krew,If U Were Mine,56,0
256,1990-03-03,"['The Heart Of The Matter', 'Don Henley']",Don Henley,The Heart Of The Matter,57,0
257,1990-03-03,"['Was It Nothing At All', 'Michael Damian']",Michael Damian,Was It Nothing At All,58,0
258,1990-03-03,"['True Blue Love', 'Lou Gramm']",Lou Gramm,True Blue Love,59,0
259,1990-03-03,"['Heartbeat', 'Seduction']",Seduction,Heartbeat,60,0
260,1990-03-03,"['Blue Sky Mine', 'Midnight Oil']",Midnight Oil,Blue Sky Mine,61,0
261,1990-03-03,"['Fly High Michelle', ""Enuff Z'Nuff""]",Enuff Z'Nuff,Fly High Michelle,62,1
262,1990-03-03,"['Bust A Move', 'Young M.C.']",Young M.C.,Bust A Move,63,0
263,1990-03-03,"['Just Between You And Me', 'Lou Gramm']",Lou Gramm,Just Between You And Me,64,0
264,1990-03-03,"['Peace In Our Time', 'Eddie Money']",Eddie Money,Peace In Our Time,65,0
265,1990-03-03,"['House Of Fire', 'Alice Cooper']",Alice Cooper,House Of Fire,66,0
266,1990-03-03,"['Sending All My Love', 'Linear']",Linear,Sending All My Love,67,0
267,1990-03-03,"['How Can We Be Lovers', 'Michael Bolton']",Michael Bolton,How Can We Be Lovers,68,0
268,1990-03-03,"['Me So Horny', 'The 2 Live Crew']",The 2 Live Crew,Me So Horny,69,0
269,1990-03-03,"['Got To Get', ""Leila K With Rob 'N' Raz""]",Leila K With Rob 'N' Raz,Got To Get,70,1
270,1990-03-03,"['Lambada', 'Kaoma']",Kaoma,Lambada,71,0
271,1990-03-03,"[""I'll Be There"", 'Joyce ""Fenderella"" Irby']","Joyce ""Fenderella"" Irby",I'll Be There,72,1
272,1990-03-03,"['A Face In The Crowd', 'Tom Petty']",Tom Petty,A Face In The Crowd,73,0
