Year,Date,Rank,Title,Artist
2020,2020-01-05,55,Into The Unknown,Idina Menzel & AURORA
2020,2020-01-05,56,WHAT TO DO?,JACKBOYS Featuring Don Toliver
2020,2020-01-05,57,VIBEZ,DaBaby
2020,2020-01-05,58,Heartache Medication,Jon Pardi
2020,2020-01-05,59,Blinding Lights,The Weeknd
2020,2020-01-05,60,Kinfolks,Sam Hunt
2020,2020-01-05,61,Remember You Young,Thomas Rhett
2020,2020-01-05,62,Heart On Ice,Rod Wave
2020,2020-01-05,63,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
2020,2020-01-05,64,Homesick,Kane Brown
2020,2020-01-05,65,Camelot,NLE Choppa
2020,2020-01-05,66,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin
2020,2020-01-05,67,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
2020,2020-01-05,68,Start Wit Me,Roddy Ricch & Gunna
2020,2020-01-05,69,GATTI,"JACKBOYS, Pop Smoke & Travis Scott"
2020,2020-01-05,70,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-01-05,71,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo
2020,2020-01-05,72,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B
2020,2020-01-05,73,Slide,H.E.R. Featuring YG
2020,2020-01-05,74,I Hope,Gabby Barrett
2020,2020-01-05,75,Nice To Meet Ya,Niall Horan
2020,2020-01-05,76,Tusa,Karol G & Nicki Minaj
2020,2020-01-05,77,We Back,Jason Aldean
2020,2020-01-05,78,223's,YNW Melly & 9lokknine
2020,2020-01-05,79,Easy,DaniLeigh Featuring Chris Brown
2020,2020-01-05,80,Slow Dancing In The Dark,Joji
2020,2020-01-05,81,BEST ON EARTH,Russ & BIA
2020,2020-01-05,82,Watermelon Sugar,Harry Styles
2020,2020-01-05,83,Vete,Bad Bunny
2020,2020-01-05,84,Make Me Want To,Jimmie Allen
2020,2020-01-05,85,Enemies,Post Malone Featuring DaBaby
2020,2020-01-05,86,What She Wants Tonight,Luke Bryan
2020,2020-01-05,87,homecoming queen?,Kelsea Ballerini
2020,2020-01-05,88,More Hearts Than Mine,Ingrid Andress
2020,2020-01-05,89,Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie
2020,2020-01-05,90,I Wish Grandpas Never Died,Riley Green
2020,2020-01-05,91,Death,Trippie Redd Featuring DaBaby
2020,2020-01-05,92,Yellow Hearts,Ant Saunders
2020,2020-01-05,93,Jerry Sprunger,Tory Lanez & T-Pain
2020,2020-01-05,94,Let Me Know (I Wonder Why Freestyle),Juice WRLD
2020,2020-01-05,95,Loco Contigo,"DJ Snake, J. Balvin & Tyga"
2020,2020-01-05,96,Candy,Doja Cat
2020,2020-01-05,97,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen
2020,2020-01-05,98,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin"
2020,2020-01-05,99,Slow Dance In A Parking Lot,Jordan Davis
2020,2020-01-05,100,July,Noah Cyrus & Leon Bridges
2020,2020-01-06,1,Circles,Post Malone
2020,2020-01-06,2,Memories,Maroon 5
2020,2020-01-06,3,The Box,Roddy Ricch
2020,2020-01-06,4,Someone You Loved,Lewis Capaldi
2020,2020-01-06,5,Roxanne,Arizona Zervas
2020,2020-01-06,6,Good As Hell,Lizzo
2020,2020-01-06,7,Dance Monkey,Tones And I
2020,2020-01-06,8,HIGHEST IN THE ROOM,Travis Scott
2020,2020-01-06,9,"10,000 Hours",Dan + Shay & Justin Bieber
2020,2020-01-06,10,Lose You To Love Me,Selena Gomez
2020,2020-01-06,11,Senorita,Shawn Mendes & Camila Cabello
2020,2020-01-06,12,Ballin',Mustard & Roddy Ricch
2020,2020-01-06,13,BOP,DaBaby
2020,2020-01-06,14,Bad Guy,Billie Eilish
2020,2020-01-06,15,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
2020,2020-01-06,16,No Guidance,Chris Brown Featuring Drake
2020,2020-01-06,17,Panini,Lil Nas X
2020,2020-01-06,18,Truth Hurts,Lizzo
2020,2020-01-06,19,Trampoline,SHAED
2020,2020-01-06,20,Heartless,The Weeknd
2020,2020-01-06,21,Don't Start Now,Dua Lipa
2020,2020-01-06,22,Bandit,Juice WRLD & YoungBoy Never Broke Again
2020,2020-01-06,23,Everything I Wanted,Billie Eilish
2020,2020-01-06,24,Hot,Young Thug Featuring Gunna
2020,2020-01-06,25,Only Human,Jonas Brothers
2020,2020-01-06,26,One Man Band,Old Dominion
2020,2020-01-06,27,Woah,Lil Baby
2020,2020-01-06,28,I Don't Care,Ed Sheeran & Justin Bieber
2020,2020-01-06,29,Sucker,Jonas Brothers
2020,2020-01-06,30,Even Though I'm Leaving,Luke Combs
2020,2020-01-06,31,Falling,Trevor Daniel
2020,2020-01-06,32,Hot Girl Bummer,blackbear
2020,2020-01-06,33,Ran$om,Lil Tecca
2020,2020-01-06,34,Lover,Taylor Swift
2020,2020-01-06,35,Adore You,Harry Styles
2020,2020-01-06,36,The Bones,Maren Morris
2020,2020-01-06,37,Graveyard,Halsey
2020,2020-01-06,38,Out West,JACKBOYS Featuring Young Thug
2020,2020-01-06,39,On Chill,Wale Featuring Jeremih
2020,2020-01-06,40,Talk,Khalid
2020,2020-01-06,41,Suicidal,YNW Melly & Juice WRLD
2020,2020-01-06,42,Beautiful People,Ed Sheeran Featuring Khalid
2020,2020-01-06,43,Suge,DaBaby
2020,2020-01-06,44,Futsal Shuffle 2020,Lil Uzi Vert
2020,2020-01-06,45,Juicy,Doja Cat & Tyga
2020,2020-01-06,46,No Idea,Don Toliver
2020,2020-01-06,47,Baby,Lil Baby & DaBaby
2020,2020-01-06,48,GANG GANG,JACKBOYS & Sheck Wes
2020,2020-01-06,49,What If I Never Get Over You,Lady Antebellum
2020,2020-01-06,50,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-01-06,51,Ridin' Roads,Dustin Lynch
2020,2020-01-06,52,HAD ENOUGH,Don Toliver Featuring Quavo & Offset
2020,2020-01-06,53,Heat,Chris Brown Featuring Gunna
2020,2020-01-06,54,Playing Games,Summer Walker
2020,2020-01-06,55,Into The Unknown,Idina Menzel & AURORA
2020,2020-01-06,56,WHAT TO DO?,JACKBOYS Featuring Don Toliver
2020,2020-01-06,57,VIBEZ,DaBaby
2020,2020-01-06,58,Heartache Medication,Jon Pardi
2020,2020-01-06,59,Blinding Lights,The Weeknd
2020,2020-01-06,60,Kinfolks,Sam Hunt
2020,2020-01-06,61,Remember You Young,Thomas Rhett
2020,2020-01-06,62,Heart On Ice,Rod Wave
2020,2020-01-06,63,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
2020,2020-01-06,64,Homesick,Kane Brown
2020,2020-01-06,65,Camelot,NLE Choppa
2020,2020-01-06,66,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin
2020,2020-01-06,67,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
2020,2020-01-06,68,Start Wit Me,Roddy Ricch & Gunna
2020,2020-01-06,69,GATTI,"JACKBOYS, Pop Smoke & Travis Scott"
2020,2020-01-06,70,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-01-06,71,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo
2020,2020-01-06,72,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B
2020,2020-01-06,73,Slide,H.E.R. Featuring YG
2020,2020-01-06,74,I Hope,Gabby Barrett
2020,2020-01-06,75,Nice To Meet Ya,Niall Horan
2020,2020-01-06,76,Tusa,Karol G & Nicki Minaj
2020,2020-01-06,77,We Back,Jason Aldean
2020,2020-01-06,78,223's,YNW Melly & 9lokknine
2020,2020-01-06,79,Easy,DaniLeigh Featuring Chris Brown
2020,2020-01-06,80,Slow Dancing In The Dark,Joji
2020,2020-01-06,81,BEST ON EARTH,Russ & BIA
2020,2020-01-06,82,Watermelon Sugar,Harry Styles
2020,2020-01-06,83,Vete,Bad Bunny
2020,2020-01-06,84,Make Me Want To,Jimmie Allen
2020,2020-01-06,85,Enemies,Post Malone Featuring DaBaby
2020,2020-01-06,86,What She Wants Tonight,Luke Bryan
2020,2020-01-06,87,homecoming queen?,Kelsea Ballerini
2020,2020-01-06,88,More Hearts Than Mine,Ingrid Andress
2020,2020-01-06,89,Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie
2020,2020-01-06,90,I Wish Grandpas Never Died,Riley Green
2020,2020-01-06,91,Death,Trippie Redd Featuring DaBaby
2020,2020-01-06,92,Yellow Hearts,Ant Saunders
2020,2020-01-06,93,Jerry Sprunger,Tory Lanez & T-Pain
2020,2020-01-06,94,Let Me Know (I Wonder Why Freestyle),Juice WRLD
2020,2020-01-06,95,Loco Contigo,"DJ Snake, J. Balvin & Tyga"
2020,2020-01-06,96,Candy,Doja Cat
2020,2020-01-06,97,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen
2020,2020-01-06,98,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin"
2020,2020-01-06,99,Slow Dance In A Parking Lot,Jordan Davis
2020,2020-01-06,100,July,Noah Cyrus & Leon Bridges
2020,2020-01-07,1,Circles,Post Malone
2020,2020-01-07,2,Memories,Maroon 5
2020,2020-01-07,3,The Box,Roddy Ricch
2020,2020-01-07,4,Someone You Loved,Lewis Capaldi
2020,2020-01-07,5,Roxanne,Arizona Zervas
2020,2020-01-07,6,Good As Hell,Lizzo
2020,2020-01-07,7,Dance Monkey,Tones And I
2020,2020-01-07,8,HIGHEST IN THE ROOM,Travis Scott
2020,2020-01-07,9,"10,000 Hours",Dan + Shay & Justin Bieber
2020,2020-01-07,10,Lose You To Love Me,Selena Gomez
2020,2020-01-07,11,Senorita,Shawn Mendes & Camila Cabello
2020,2020-01-07,12,Ballin',Mustard & Roddy Ricch
2020,2020-01-07,13,BOP,DaBaby
2020,2020-01-07,14,Bad Guy,Billie Eilish
2020,2020-01-07,15,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
2020,2020-01-07,16,No Guidance,Chris Brown Featuring Drake
2020,2020-01-07,17,Panini,Lil Nas X
2020,2020-01-07,18,Truth Hurts,Lizzo
2020,2020-01-07,19,Trampoline,SHAED
2020,2020-01-07,20,Heartless,The Weeknd
2020,2020-01-07,21,Don't Start Now,Dua Lipa
2020,2020-01-07,22,Bandit,Juice WRLD & YoungBoy Never Broke Again
2020,2020-01-07,23,Everything I Wanted,Billie Eilish
2020,2020-01-07,24,Hot,Young Thug Featuring Gunna
2020,2020-01-07,25,Only Human,Jonas Brothers
2020,2020-01-07,26,One Man Band,Old Dominion
2020,2020-01-07,27,Woah,Lil Baby
2020,2020-01-07,28,I Don't Care,Ed Sheeran & Justin Bieber
2020,2020-01-07,29,Sucker,Jonas Brothers
2020,2020-01-07,30,Even Though I'm Leaving,Luke Combs
2020,2020-01-07,31,Falling,Trevor Daniel
2020,2020-01-07,32,Hot Girl Bummer,blackbear
2020,2020-01-07,33,Ran$om,Lil Tecca
2020,2020-01-07,34,Lover,Taylor Swift
2020,2020-01-07,35,Adore You,Harry Styles
2020,2020-01-07,36,The Bones,Maren Morris
2020,2020-01-07,37,Graveyard,Halsey
2020,2020-01-07,38,Out West,JACKBOYS Featuring Young Thug
2020,2020-01-07,39,On Chill,Wale Featuring Jeremih
2020,2020-01-07,40,Talk,Khalid
2020,2020-01-07,41,Suicidal,YNW Melly & Juice WRLD
2020,2020-01-07,42,Beautiful People,Ed Sheeran Featuring Khalid
2020,2020-01-07,43,Suge,DaBaby
2020,2020-01-07,44,Futsal Shuffle 2020,Lil Uzi Vert
2020,2020-01-07,45,Juicy,Doja Cat & Tyga
2020,2020-01-07,46,No Idea,Don Toliver
2020,2020-01-07,47,Baby,Lil Baby & DaBaby
2020,2020-01-07,48,GANG GANG,JACKBOYS & Sheck Wes
2020,2020-01-07,49,What If I Never Get Over You,Lady Antebellum
2020,2020-01-07,50,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-01-07,51,Ridin' Roads,Dustin Lynch
2020,2020-01-07,52,HAD ENOUGH,Don Toliver Featuring Quavo & Offset
2020,2020-01-07,53,Heat,Chris Brown Featuring Gunna
2020,2020-01-07,54,Playing Games,Summer Walker
2020,2020-01-07,55,Into The Unknown,Idina Menzel & AURORA
2020,2020-01-07,56,WHAT TO DO?,JACKBOYS Featuring Don Toliver
2020,2020-01-07,57,VIBEZ,DaBaby
2020,2020-01-07,58,Heartache Medication,Jon Pardi
2020,2020-01-07,59,Blinding Lights,The Weeknd
2020,2020-01-07,60,Kinfolks,Sam Hunt
2020,2020-01-07,61,Remember You Young,Thomas Rhett
2020,2020-01-07,62,Heart On Ice,Rod Wave
2020,2020-01-07,63,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
2020,2020-01-07,64,Homesick,Kane Brown
2020,2020-01-07,65,Camelot,NLE Choppa
2020,2020-01-07,66,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin
2020,2020-01-07,67,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
2020,2020-01-07,68,Start Wit Me,Roddy Ricch & Gunna
2020,2020-01-07,69,GATTI,"JACKBOYS, Pop Smoke & Travis Scott"
2020,2020-01-07,70,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-01-07,71,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo
2020,2020-01-07,72,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B
2020,2020-01-07,73,Slide,H.E.R. Featuring YG
2020,2020-01-07,74,I Hope,Gabby Barrett
2020,2020-01-07,75,Nice To Meet Ya,Niall Horan
2020,2020-01-07,76,Tusa,Karol G & Nicki Minaj
2020,2020-01-07,77,We Back,Jason Aldean
2020,2020-01-07,78,223's,YNW Melly & 9lokknine
2020,2020-01-07,79,Easy,DaniLeigh Featuring Chris Brown
2020,2020-01-07,80,Slow Dancing In The Dark,Joji
2020,2020-01-07,81,BEST ON EARTH,Russ & BIA
2020,2020-01-07,82,Watermelon Sugar,Harry Styles
2020,2020-01-07,83,Vete,Bad Bunny
2020,2020-01-07,84,Make Me Want To,Jimmie Allen
2020,2020-01-07,85,Enemies,Post Malone Featuring DaBaby
2020,2020-01-07,86,What She Wants Tonight,Luke Bryan
2020,2020-01-07,87,homecoming queen?,Kelsea Ballerini
2020,2020-01-07,88,More Hearts Than Mine,Ingrid Andress
2020,2020-01-07,89,Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie
2020,2020-01-07,90,I Wish Grandpas Never Died,Riley Green
2020,2020-01-07,91,Death,Trippie Redd Featuring DaBaby
2020,2020-01-07,92,Yellow Hearts,Ant Saunders
2020,2020-01-07,93,Jerry Sprunger,Tory Lanez & T-Pain
2020,2020-01-07,94,Let Me Know (I Wonder Why Freestyle),Juice WRLD
2020,2020-01-07,95,Loco Contigo,"DJ Snake, J. Balvin & Tyga"
2020,2020-01-07,96,Candy,Doja Cat
2020,2020-01-07,97,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen
2020,2020-01-07,98,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin"
2020,2020-01-07,99,Slow Dance In A Parking Lot,Jordan Davis
2020,2020-01-07,100,July,Noah Cyrus & Leon Bridges
2020,2020-01-08,1,Circles,Post Malone
2020,2020-01-08,2,Memories,Maroon 5
2020,2020-01-08,3,The Box,Roddy Ricch
2020,2020-01-08,4,Someone You Loved,Lewis Capaldi
2020,2020-01-08,5,Roxanne,Arizona Zervas
2020,2020-01-08,6,Good As Hell,Lizzo
2020,2020-01-08,7,Dance Monkey,Tones And I
2020,2020-01-08,8,HIGHEST IN THE ROOM,Travis Scott
2020,2020-01-08,9,"10,000 Hours",Dan + Shay & Justin Bieber
2020,2020-01-08,10,Lose You To Love Me,Selena Gomez
2020,2020-01-08,11,Senorita,Shawn Mendes & Camila Cabello
2020,2020-01-08,12,Ballin',Mustard & Roddy Ricch
2020,2020-01-08,13,BOP,DaBaby
2020,2020-01-08,14,Bad Guy,Billie Eilish
2020,2020-01-08,15,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
2020,2020-01-08,16,No Guidance,Chris Brown Featuring Drake
2020,2020-01-08,17,Panini,Lil Nas X
2020,2020-01-08,18,Truth Hurts,Lizzo
2020,2020-01-08,19,Trampoline,SHAED
2020,2020-01-08,20,Heartless,The Weeknd
2020,2020-01-08,21,Don't Start Now,Dua Lipa
2020,2020-01-08,22,Bandit,Juice WRLD & YoungBoy Never Broke Again
2020,2020-01-08,23,Everything I Wanted,Billie Eilish
2020,2020-01-08,24,Hot,Young Thug Featuring Gunna
2020,2020-01-08,25,Only Human,Jonas Brothers
2020,2020-01-08,26,One Man Band,Old Dominion
2020,2020-01-08,27,Woah,Lil Baby
2020,2020-01-08,28,I Don't Care,Ed Sheeran & Justin Bieber
2020,2020-01-08,29,Sucker,Jonas Brothers
2020,2020-01-08,30,Even Though I'm Leaving,Luke Combs
2020,2020-01-08,31,Falling,Trevor Daniel
2020,2020-01-08,32,Hot Girl Bummer,blackbear
2020,2020-01-08,33,Ran$om,Lil Tecca
2020,2020-01-08,34,Lover,Taylor Swift
2020,2020-01-08,35,Adore You,Harry Styles
2020,2020-01-08,36,The Bones,Maren Morris
2020,2020-01-08,37,Graveyard,Halsey
2020,2020-01-08,38,Out West,JACKBOYS Featuring Young Thug
2020,2020-01-08,39,On Chill,Wale Featuring Jeremih
2020,2020-01-08,40,Talk,Khalid
2020,2020-01-08,41,Suicidal,YNW Melly & Juice WRLD
2020,2020-01-08,42,Beautiful People,Ed Sheeran Featuring Khalid
2020,2020-01-08,43,Suge,DaBaby
2020,2020-01-08,44,Futsal Shuffle 2020,Lil Uzi Vert
2020,2020-01-08,45,Juicy,Doja Cat & Tyga
2020,2020-01-08,46,No Idea,Don Toliver
2020,2020-01-08,47,Baby,Lil Baby & DaBaby
2020,2020-01-08,48,GANG GANG,JACKBOYS & Sheck Wes
2020,2020-01-08,49,What If I Never Get Over You,Lady Antebellum
2020,2020-01-08,50,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-01-08,51,Ridin' Roads,Dustin Lynch
2020,2020-01-08,52,HAD ENOUGH,Don Toliver Featuring Quavo & Offset
2020,2020-01-08,53,Heat,Chris Brown Featuring Gunna
2020,2020-01-08,54,Playing Games,Summer Walker
2020,2020-01-08,55,Into The Unknown,Idina Menzel & AURORA
2020,2020-01-08,56,WHAT TO DO?,JACKBOYS Featuring Don Toliver
2020,2020-01-08,57,VIBEZ,DaBaby
2020,2020-01-08,58,Heartache Medication,Jon Pardi
2020,2020-01-08,59,Blinding Lights,The Weeknd
2020,2020-01-08,60,Kinfolks,Sam Hunt
2020,2020-01-08,61,Remember You Young,Thomas Rhett
2020,2020-01-08,62,Heart On Ice,Rod Wave
2020,2020-01-08,63,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
2020,2020-01-08,64,Homesick,Kane Brown
2020,2020-01-08,65,Camelot,NLE Choppa
2020,2020-01-08,66,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin
2020,2020-01-08,67,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
2020,2020-01-08,68,Start Wit Me,Roddy Ricch & Gunna
2020,2020-01-08,69,GATTI,"JACKBOYS, Pop Smoke & Travis Scott"
2020,2020-01-08,70,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-01-08,71,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo
2020,2020-01-08,72,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B
2020,2020-01-08,73,Slide,H.E.R. Featuring YG
2020,2020-01-08,74,I Hope,Gabby Barrett
2020,2020-01-08,75,Nice To Meet Ya,Niall Horan
2020,2020-01-08,76,Tusa,Karol G & Nicki Minaj
2020,2020-01-08,77,We Back,Jason Aldean
2020,2020-01-08,78,223's,YNW Melly & 9lokknine
2020,2020-01-08,79,Easy,DaniLeigh Featuring Chris Brown
2020,2020-01-08,80,Slow Dancing In The Dark,Joji
2020,2020-01-08,81,BEST ON EARTH,Russ & BIA
2020,2020-01-08,82,Watermelon Sugar,Harry Styles
2020,2020-01-08,83,Vete,Bad Bunny
2020,2020-01-08,84,Make Me Want To,Jimmie Allen
2020,2020-01-08,85,Enemies,Post Malone Featuring DaBaby
2020,2020-01-08,86,What She Wants Tonight,Luke Bryan
2020,2020-01-08,87,homecoming queen?,Kelsea Ballerini
2020,2020-01-08,88,More Hearts Than Mine,Ingrid Andress
2020,2020-01-08,89,Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie
2020,2020-01-08,90,I Wish Grandpas Never Died,Riley Green
2020,2020-01-08,91,Death,Trippie Redd Featuring DaBaby
2020,2020-01-08,92,Yellow Hearts,Ant Saunders
2020,2020-01-08,93,Jerry Sprunger,Tory Lanez & T-Pain
2020,2020-01-08,94,Let Me Know (I Wonder Why Freestyle),Juice WRLD
2020,2020-01-08,95,Loco Contigo,"DJ Snake, J. Balvin & Tyga"
2020,2020-01-08,96,Candy,Doja Cat
2020,2020-01-08,97,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen
2020,2020-01-08,98,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin"
2020,2020-01-08,99,Slow Dance In A Parking Lot,Jordan Davis
2020,2020-01-08,100,July,Noah Cyrus & Leon Bridges
2020,2020-01-09,1,Circles,Post Malone
2020,2020-01-09,2,Memories,Maroon 5
2020,2020-01-09,3,The Box,Roddy Ricch
2020,2020-01-09,4,Someone You Loved,Lewis Capaldi
2020,2020-01-09,5,Roxanne,Arizona Zervas
2020,2020-01-09,6,Good As Hell,Lizzo
2020,2020-01-09,7,Dance Monkey,Tones And I
2020,2020-01-09,8,HIGHEST IN THE ROOM,Travis Scott
2020,2020-01-09,9,"10,000 Hours",Dan + Shay & Justin Bieber
2020,2020-01-09,10,Lose You To Love Me,Selena Gomez
2020,2020-01-09,11,Senorita,Shawn Mendes & Camila Cabello
2020,2020-01-09,12,Ballin',Mustard & Roddy Ricch
2020,2020-01-09,13,BOP,DaBaby
2020,2020-01-09,14,Bad Guy,Billie Eilish
2020,2020-01-09,15,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
2020,2020-01-09,16,No Guidance,Chris Brown Featuring Drake
2020,2020-01-09,17,Panini,Lil Nas X
2020,2020-01-09,18,Truth Hurts,Lizzo
2020,2020-01-09,19,Trampoline,SHAED
2020,2020-01-09,20,Heartless,The Weeknd
2020,2020-01-09,21,Don't Start Now,Dua Lipa
2020,2020-01-09,22,Bandit,Juice WRLD & YoungBoy Never Broke Again
2020,2020-01-09,23,Everything I Wanted,Billie Eilish
2020,2020-01-09,24,Hot,Young Thug Featuring Gunna
2020,2020-01-09,25,Only Human,Jonas Brothers
2020,2020-01-09,26,One Man Band,Old Dominion
2020,2020-01-09,27,Woah,Lil Baby
2020,2020-01-09,28,I Don't Care,Ed Sheeran & Justin Bieber
2020,2020-01-09,29,Sucker,Jonas Brothers
2020,2020-01-09,30,Even Though I'm Leaving,Luke Combs
2020,2020-01-09,31,Falling,Trevor Daniel
2020,2020-01-09,32,Hot Girl Bummer,blackbear
2020,2020-01-09,33,Ran$om,Lil Tecca
2020,2020-01-09,34,Lover,Taylor Swift
2020,2020-01-09,35,Adore You,Harry Styles
2020,2020-01-09,36,The Bones,Maren Morris
2020,2020-01-09,37,Graveyard,Halsey
2020,2020-01-09,38,Out West,JACKBOYS Featuring Young Thug
2020,2020-01-09,39,On Chill,Wale Featuring Jeremih
2020,2020-01-09,40,Talk,Khalid
2020,2020-01-09,41,Suicidal,YNW Melly & Juice WRLD
2020,2020-01-09,42,Beautiful People,Ed Sheeran Featuring Khalid
2020,2020-01-09,43,Suge,DaBaby
2020,2020-01-09,44,Futsal Shuffle 2020,Lil Uzi Vert
2020,2020-01-09,45,Juicy,Doja Cat & Tyga
2020,2020-01-09,46,No Idea,Don Toliver
2020,2020-01-09,47,Baby,Lil Baby & DaBaby
2020,2020-01-09,48,GANG GANG,JACKBOYS & Sheck Wes
2020,2020-01-09,49,What If I Never Get Over You,Lady Antebellum
2020,2020-01-09,50,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-01-09,51,Ridin' Roads,Dustin Lynch
2020,2020-01-09,52,HAD ENOUGH,Don Toliver Featuring Quavo & Offset
2020,2020-01-09,53,Heat,Chris Brown Featuring Gunna
2020,2020-01-09,54,Playing Games,Summer Walker
2020,2020-01-09,55,Into The Unknown,Idina Menzel & AURORA
2020,2020-01-09,56,WHAT TO DO?,JACKBOYS Featuring Don Toliver
2020,2020-01-09,57,VIBEZ,DaBaby
2020,2020-01-09,58,Heartache Medication,Jon Pardi
2020,2020-01-09,59,Blinding Lights,The Weeknd
2020,2020-01-09,60,Kinfolks,Sam Hunt
2020,2020-01-09,61,Remember You Young,Thomas Rhett
2020,2020-01-09,62,Heart On Ice,Rod Wave
2020,2020-01-09,63,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
2020,2020-01-09,64,Homesick,Kane Brown
2020,2020-01-09,65,Camelot,NLE Choppa
2020,2020-01-09,66,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin
2020,2020-01-09,67,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
